"TREASURE"	"TREASURE"	"allowUnitTypes1"	"allowUnitTypes2"	"allowUnitTypes3"	"allowUnitTypes4"	"allowUnitTypes5"	"allowUnitTypes6"	"globalThemeRequired"	"unknown02"	"pickTypes"	"picks"	"undefined01"	"undefined02"	"undefined03"	"undefined04"	"undefined05"	"noDrop"	"levelBoost"	"moneyChanceMultiplier"	"moneyLuckChanceMultiplier"	"moneyAmountMultiplier"	"item1m"	"item1"	"value1"	"item2m"	"item2"	"value2"	"item3m"	"item3"	"value3"	"item4m"	"item4"	"value4"	"item5m"	"item5"	"value5"	"item6m"	"item6"	"value6"	"item7m"	"item7"	"value7"	"item8m"	"item8"	"value8"	"spawnCondition"	"spawnFromMonsterUnitType"	"spawnFromLevelTheme"
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_incinerator_ray"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	316	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_incinerator_ray"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	316	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_incinerator_ray_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	319	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_incinerator_ray_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	319	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_incinerator_ray_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	319	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_arc_lasher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	322	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_arc_lasher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	322	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_arc_lasher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	322	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_arc_lasher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	326	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_arc_lasher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	326	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_arc_lasher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	326	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_orb_arc_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	329	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_orb_arc_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	329	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_orb_arc_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	329	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_orb_arc_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	334	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_orb_arc_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	334	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_orb_arc_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	334	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_orb_arc_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	337	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_orb_arc_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	337	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_orb_arc_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	337	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_orb_arc_rifle_mk4"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	340	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_orb_arc_rifle_mk4"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	340	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_orb_arc_rifle_mk4"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	340	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_shredder"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	343	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_shredder"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	343	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_shredder"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	343	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_shredder_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	347	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_shredder_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	347	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_shredder_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	347	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_spark_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	350	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_spark_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	350	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_spark_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	350	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_spark_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	353	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_spark_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	353	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_spark_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	353	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_spark_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	356	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_spark_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	356	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_spark_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	356	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_firebrand_pod"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	359	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_firebrand_pod"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	359	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_firebrand_pod"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	359	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_chain_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	362	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_chain_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	362	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_chain_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	362	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_chain_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	365	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_chain_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	365	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_chain_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	365	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_chain_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	368	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_chain_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	368	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_chain_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	368	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_gyroblade_controller"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	371	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_gyroblade_controller"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	371	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_gyroblade_controller"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	371	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_gyroblade_controller_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	374	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_gyroblade_controller_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	374	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_gyroblade_controller_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	374	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_blackstar_mirv"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	377	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_blackstar_mirv"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	377	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_blackstar_mirv"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	377	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_blackstar_mirv_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	381	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_blackstar_mirv_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	381	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_blackstar_mirv_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	381	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_viral_lance"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	384	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_viral_lance"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	384	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_viral_lance"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	384	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_discharge_bomb"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	387	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_discharge_bomb"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	387	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_discharge_bomb"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	387	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_discharge_bomb_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	390	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_discharge_bomb_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	390	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_discharge_bomb_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	390	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_poseidon_sniper_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	393	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_poseidon_sniper_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	393	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_poseidon_sniper_rifle"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	393	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_poseidon_sniper_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	397	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_poseidon_sniper_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	397	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_poseidon_sniper_rifle_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	397	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_poseidon_sniper_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	400	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_poseidon_sniper_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	400	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_poseidon_sniper_rifle_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	400	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_enhanced_exploding_tar_gun"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,0,26,1,3,33,0"	0	1	1	1	403	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_rare_exploding_tar_gun"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,1,26,2,3,33,0"	0	1	1	1	403	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_upgrade_to_legendary_exploding_tar_gun"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,2,26,3,3,33,0"	0	1	1	1	403	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
