LEVELS_RULES	drlgFileName	undefined1	drlgRuleSet	label	minSubs	minSubsNightMare	maxSubs	maxSubsNightMare	attempts	replaceAll	replaceAndCheck	onceForReplacement	mustPlace	weighted	exitRule	deadEndRule	looping	loopLabel	askQuests	randomQuestPercent	questTaskComplete	theme_RunRule	theme_SkipRule
"3,60,0,-1,0,-1"	TemplateF	22	DRLG_HellriftRescue		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateFire	22	DRLG_HellTowerFire		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateElectrical	22	DRLG_HellTowerElectrical		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateSpectral	22	DRLG_HellTowerSpectral		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateToxic	22	DRLG_HellTowerToxic		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplatePhysical	22	DRLG_HellTowerPhysical		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateA	23	DRLG_HellDungeon		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_01	23	DRLG_HellDungeon		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02	23	DRLG_HellDungeon		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_03	23	DRLG_HellDungeon		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_04	23	DRLG_HellDungeon		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_06	23	DRLG_HellDungeon		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	23	DRLG_HellDungeon		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	23	DRLG_HellDungeon		16	16	18	18	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_08	23	DRLG_HellDungeon		1	1	1	1	0	0	0	0	1	0	0	0	0		1	100	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateA	23	DRLG_HellPiccadilly		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_01	23	DRLG_HellPiccadilly		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02	23	DRLG_HellPiccadilly		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_03	23	DRLG_HellPiccadilly		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_06	23	DRLG_HellPiccadilly		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	23	DRLG_HellPiccadilly		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	23	DRLG_HellPiccadilly		14	14	20	20	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_08_oracle	23	DRLG_HellPiccadilly		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateAdventure	23	DRLG_HellDungeonAdventure		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02	23	DRLG_HellDungeonAdventure		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_03	23	DRLG_HellDungeonAdventure		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_06	23	DRLG_HellDungeonAdventure		3	3	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	23	DRLG_HellDungeonAdventure		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	23	DRLG_HellDungeonAdventure		14	14	20	20	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SWT_Template	8	DRLG_MiniSewersAdventureSmall		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SWT_Rule_01	8	DRLG_MiniSewersAdventureSmall		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_MiniSewersAdventureSmall		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewersAdventureSmall		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_MiniSewersAdventureSmall		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SWT_Template	8	DRLG_MiniSewersAdventureLarge		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SWT_Rule_02	8	DRLG_MiniSewersAdventureLarge		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_MiniSewersAdventureLarge		2	2	4	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewersAdventureLarge		2	2	4	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_MiniSewersAdventureLarge		7	7	14	14	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Template	8	DRLG_MiniSewersC		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_015	8	DRLG_MiniSewersC		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_11	8	DRLG_MiniSewersC		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_11D	8	DRLG_MiniSewersC		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewersC		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_MiniSewersC		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewersC		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_06	8	DRLG_MiniSewersC		8	8	12	12	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_MiniSewersC		30	30	60	60	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Template	8	DRLG_MiniSewers		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_015	8	DRLG_MiniSewers		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_01	8	DRLG_MiniSewers		3	3	4	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_MiniSewers		8	8	12	12	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewers		8	8	12	12	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_06	8	DRLG_MiniSewers		8	8	12	12	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewers		8	8	12	12	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_05	8	DRLG_MiniSewers		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_05D	8	DRLG_MiniSewers		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_10	8	x		1	1	1	1	0	0	0	0	1	0	0	0	0		1	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_08	8	DRLG_MiniSewers		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_04	8	DRLG_MiniSewers		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_09	8	DRLG_MiniSewers		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_MiniSewers		75	75	150	150	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Template	8	DRLG_DeathsSewers		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_01	8	DRLG_DeathsSewers		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_DeathsSewers		6	6	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_DeathsSewers		6	6	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_06	8	DRLG_DeathsSewers		6	6	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_DeathsSewers		6	6	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_10	8	DRLG_DeathsSewers		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_08	8	DRLG_DeathsSewers		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_04	8	DRLG_DeathsSewers		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_09	8	DRLG_DeathsSewers		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_DeathsSewers		50	50	75	75	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Template	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_015	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	0	0	0	0	0		1	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_01	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_08	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_02	8	DRLG_MiniSewersB		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_03	8	DRLG_MiniSewersB		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_04	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_05	8	DRLG_MiniSewersB		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_06	8	DRLG_MiniSewersB		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_01	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_05	8	DRLG_MiniSewersB		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_07	8	DRLG_MiniSewersB		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG_MiniSewersB		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG_MiniSewersB		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG_MiniSewersB		25	25	50	50	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Template	8	DRLG MiniBigSewers		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_015	8	DRLG MiniBigSewers		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_01	8	DRLG MiniBigSewers		5	5	7	7	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_07	8	DRLG MiniBigSewers		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	BSB_Rule_07D	8	DRLG MiniBigSewers		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_02	8	DRLG MiniBigSewers		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_03	8	DRLG MiniBigSewers		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	SR_Rule_07	8	DRLG MiniBigSewers		25	25	50	50	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Template	29	DRLG_TruthRoomKnowledge		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateB	29	DRLG_TruthRoomKnowledgeB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRL	29	DRLG_TruthRoomLeadership		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRLB	29	DRLG_TruthRoomLeadershipB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRB	29	DRLG_TruthRoomBeauty		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRBB	29	DRLG_TruthRoomBeautyB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRH	29	DRLG_TruthRoomHope		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRHB	29	DRLG_TruthRoomHopeB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRBR	29	DRLG_TruthRoomBrotherhood		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateTRBRB	29	DRLG_TruthRoomBrotherhoodB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	RiverTemplate	24	DRLG_River		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_01	24	DRLG_River		2	2	3	3	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02	24	DRLG_River		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02_end	24	DRLG_River		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_09	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_03	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_04	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Test	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_06	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	24	DRLG_River		1	1	2	2	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_08	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_11	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_12	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_13	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_18	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Parliament	24	DRLG_River		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_20	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_14	24	DRLG_River		2	2	5	5	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_15	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_16	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_22	24	xxx		1	1	1	1	0	0	0	0	1	0	0	0	0		1	100	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_22_Hold_Fast	24	DRLG_River		1	1	1	1	0	0	0	0	1	0	0	0	0		1	100	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_17	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_19	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_21	24	DRLG_River		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	RiverTemplate	24	DRLG Millennium Battle		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_01	24	DRLG Millennium Battle		2	2	3	3	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_02_end	24	DRLG Millennium Battle		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_09	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_03	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_04	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Test	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_06	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_08	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_11	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_12	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_13	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Parliament	24	DRLG Millennium Battle		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_18	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_20	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_14	24	DRLG Millennium Battle		2	2	5	5	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_15	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_16	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_17	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_19	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_21	24	DRLG Millennium Battle		0	0	0	0	0	0	1	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Template	9	DRLG_SoundField		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Template	10	DRLG_Soundfield_Part_Deux		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	MonsterFieldTemplate	10	DRLG_MonsterField		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateM	2	DRLG_LevelExperiment		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_ParkingLot	1	DRLG_ParkingLot		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_01	1	DRLG_PerformanceTestLevel		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_02	1	DRLG_PerformanceTestLevel		6	6	8	8	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_03	1	DRLG_PerformanceTestLevel		4	4	6	6	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_04	1	DRLG_PerformanceTestLevel		2	2	4	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_05	1	DRLG_PerformanceTestLevel		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_06	1	DRLG_PerformanceTestLevel		4	4	6	6	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_07	1	DRLG_PerformanceTestLevel		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_01	1	DRLG_PerformanceTestLevelA		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_02	1	DRLG_PerformanceTestLevelA		6	6	8	8	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_03	1	DRLG_PerformanceTestLevelA		4	4	6	6	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_04	1	DRLG_PerformanceTestLevelA		2	2	4	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_05	1	DRLG_PerformanceTestLevelA		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_06	1	DRLG_PerformanceTestLevelA		4	4	6	6	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_07A	1	DRLG_PerformanceTestLevelA		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TRule_01	1	DRLG_PerformanceTestLevelB		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
