"QUEST"	"name"	"code"	"style"	"nameStringKey"	"subscriberOnly"	"multiplayerOnly"	"startingQuestCheat"	"questCheatCompleted"	"closeOnComplete"	"repeatable"	"hideQuestLog"	"repeatRateInSeconds"	"skipActivateFanfare"	"skipCompleteFanfare"	"endOfActNumber"	"autoTrackOnActivate"	"autoActivateLevel"	"onlyOneDifficulty"	"questPreReqs01"	"questPreReqs02"	"questPreReqs03"	"questPreReqs04"	"questPreReqs05"	"questPreReqs06"	"questPreReqs07"	"questPreReqs08"	"currentlyUnavailable"	"minLevelPreReq"	"maxLevelPreReq"	"factionTypePreReq"	"factionAmountPreReq"	"levelsPreLoadedWith01"	"levelsPreLoadedWith02"	"levelsPreLoadedWith03"	"levelsPreLoadedWith04"	"levelsPreLoadedWith05"	"levelsPreLoadedWith06"	"levelsPreLoadedWith07"	"levelsPreLoadedWith08"	"levelsPreLoadedWith09"	"levelsPreLoadedWith10"	"levelsPreLoadedWith11"	"levelsPreLoadedWith12"	"levelsPreLoadedWith13"	"levelsPreLoadedWith14"	"levelsPreLoadedWith15"	"levelsPreLoadedWith16"	"startingItemsTreasureClass"	"removeStartingItemsOnComplete"	"offerReward"	"castGiver"	"levelStoryQuestStartsIn"	"castRewarder"	"levelRewarderNpc"	"giverItem"	"giverItemMonster"	"giverItemLevel"	"giverItemDropRate"	"level"	"levelNightmare"	"undefined1"	"experienceMultiplier"	"moneyMultiplier"	"statPoints"	"skillPoints"	"factionTypeReward"	"factionAmountReward"	"InitFunction"	"FreeFunction"	"onEnterGameFunction"	"CompleteFunction"	"warpToOpenOnActivate"	"warpToOpenOnComplete"	"itemsToRemoveOnAbandon01"	"itemsToRemoveOnAbandon02"	"itemsToRemoveOnAbandon03"	"itemsToRemoveOnAbandon04"	"itemsToRemoveOnAbandon05"	"itemsToRemoveOnAbandon06"	"itemsToRemoveOnAbandon07"	"itemsToRemoveOnAbandon08"	"itemsToRemoveOnAbandon09"	"itemsToRemoveOnAbandon10"	"itemsToRemoveOnAbandon11"	"itemsToRemoveOnAbandon12"	"itemsToRemoveOnAbandon13"	"itemsToRemoveOnAbandon14"	"itemsToRemoveOnAbandon15"	"itemsToRemoveOnAbandon16"	"itemsToRemoveOnAbandon17"	"itemsToRemoveOnAbandon18"	"itemsToRemoveOnAbandon19"	"itemsToRemoveOnAbandon20"	"itemsToRemoveOnAbandon21"	"itemsToRemoveOnAbandon22"	"itemsToRemoveOnAbandon23"	"itemsToRemoveOnAbandon24"	"itemsToRemoveOnAbandon25"	"itemsToRemoveOnAbandon26"	"itemsToRemoveOnAbandon27"	"itemsToRemoveOnAbandon28"	"itemsToRemoveOnAbandon29"	"itemsToRemoveOnAbandon30"	"itemsToRemoveOnAbandon31"	"itemsToRemoveOnAbandon32"	"itemsToRemoveOnComplete01"	"itemsToRemoveOnComplete02"	"itemsToRemoveOnComplete03"	"itemsToRemoveOnComplete04"	"itemsToRemoveOnComplete05"	"itemsToRemoveOnComplete06"	"itemsToRemoveOnComplete07"	"itemsToRemoveOnComplete08"	"itemsToRemoveOnComplete09"	"itemsToRemoveOnComplete10"	"itemsToRemoveOnComplete11"	"itemsToRemoveOnComplete12"	"itemsToRemoveOnComplete13"	"itemsToRemoveOnComplete14"	"itemsToRemoveOnComplete15"	"itemsToRemoveOnComplete16"	"itemsToRemoveOnComplete17"	"itemsToRemoveOnComplete18"	"itemsToRemoveOnComplete19"	"itemsToRemoveOnComplete20"	"itemsToRemoveOnComplete21"	"itemsToRemoveOnComplete22"	"itemsToRemoveOnComplete23"	"itemsToRemoveOnComplete24"	"itemsToRemoveOnComplete25"	"itemsToRemoveOnComplete26"	"itemsToRemoveOnComplete27"	"itemsToRemoveOnComplete28"	"itemsToRemoveOnComplete29"	"itemsToRemoveOnComplete30"	"itemsToRemoveOnComplete31"	"itemsToRemoveOnComplete32"	"versionFunction"	"removeOnJoinGame"	"beatGameOnComplete"	"weight"	"radius"	"height"	"flatZTolerance"	"allowedDRLGStyles01"	"allowedDRLGStyles02"	"allowedDRLGStyles03"	"allowedDRLGStyles04"	"allowedDRLGStyles05"	"allowedDRLGStyles06"	"allowedDRLGStyles07"	"allowedDRLGStyles08"	"allowedDRLGStyles09"	"allowedDRLGStyles10"	"allowedDRLGStyles11"	"allowedDRLGStyles12"	"allowedDRLGStyles13"	"allowedDRLGStyles14"	"allowedDRLGStyles15"	"allowedDRLGStyles16"	"levelDestinations01"	"levelDestinations02"	"levelDestinations03"	"levelDestinations04"	"levelDestinations05"	"levelDestinations06"	"levelDestinations07"	"levelDestinations08"	"layoutAdventure"	"objectAdventure"	"treasureRoomClass"	"template"	"descriptionDialog"	"inCompleteDialog"	"completeDialog"	"rewardDialog"	"unavailableDialog"	"acceptButtonText"	"timeLimit"	"objectiveMonster"	"objectiveUnitType"	"objectiveObject"	"disableSpawning"	"objectiveCount"	"collectDropRate"	"collectItem"	"explorePercent"	"spawnNodeLabel"	"spawnCount"	"nameOverrideStringKey"	"nameInLogOverrideStringKey"	"logOverrideState"	"logOverrideString"	"subLevelTypeTruthOld"	"subLevelTypeTruthNew"	"questStateAdvanceToAtSubLevelTrut"	"monsterBoss"	"globalthemeRequired"
"3,62,0,-1,0,-1"	"Lost"	20289	3	11537	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	4	-1	5	-1	-1	-1	-1	1	4	34	0	0.2	1	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	5	242	-1	243	288	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	9558	9559	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"TimeOrb"	20545	3	11542	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	11	6	-1	7	-1	-1	-1	-1	1	6	36	0	0.2	1	0	0	-1	0	"TimeOrbInit"	"TimeOrbFree"			-1	-1	21	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"Dark"	20801	3	11563	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6	8	-1	9	-1	-1	-1	-1	1	8	38	0	0.2	1	0	0	-1	0	"DarkInit"	"DarkFree"			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"War"	21057	3	11577	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	12	10	-1	11	-1	-1	-1	-1	1	10	40	0	0.2	1	0	0	-1	0	"WarInit"	"WarFree"			-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"Death"	21313	3	11590	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	12	-1	13	-1	-1	-1	-1	1	12	42	0	0.2	1	0	0	-1	0	"DeathInit"	"DeathFree"			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"Joey"	20033	1	11524	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	2	-1	3	1	-1	-1	-1	1	2	31	0	0.2	0.2	0	0	3	100	"JoeyInit"	"JoeyFree"			-1	-1	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"JoeySecret"	27457	1	11703	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	55	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	35	-1	35	1	-1	-1	-1	1	3	32	0	5	0	1	0	3	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	301	302	303	-1	-1	1148	0	114	-1	-1	0	12	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"Dawn"	27969	1	11709	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	36	-1	36	1	-1	-1	-1	1	1	30	0	2	10	0	0	3	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	304	305	306	307	-1	1148	0	519	132	-1	0	10	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	"Day"	28225	1	11715	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	57	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	36	-1	36	1	-1	-1	-1	1	2	31	0	2	10	0	0	3	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	308	309	310	311	-1	1148	0	540	-1	-1	0	3	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Night"	28481	1	11721	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	2	58	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	25	36	-1	36	1	-1	-1	-1	1	3	32	0	2	10	1	0	3	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	-1	-1	-1	-1		-1	-1	0	312	313	314	315	-1	1148	0	593	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Fangsnort"	29505	1	11661	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	61	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	38	-1	17	7	-1	-1	-1	1	4	32	0	5	25	0	0	4	100					-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1		-1	-1	1	320	321	322	-1	-1	1148	0	226	-1	-1	0	1	1	69	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"BagoBones"	29761	1	11660	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	38	-1	17	7	-1	-1	-1	1	5	33	0	5	25	0	0	4	100					-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1		-1	-1	1	320	321	322	-1	-1	1148	0	453	-1	-1	0	1	1	70	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Bigger"	27201	1	11697	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	22	33	-1	33	7	-1	-1	-1	1	4	32	0	2	12.5	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	-1	-1	-1	-1	-1		-1	-1	0	297	298	299	300	-1	1148	0	174	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Panic"	26689	1	11691	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	62	3	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	33	-1	33	7	-1	-1	-1	1	5	33	0	2	4	1	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	289	290	291	292	-1	1148	0	359	-1	-1	0	8	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"OnTheStreets"	20547	1	11745	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	62	6	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	63	33	-1	33	7	-1	-1	-1	1	8	36	0	3	5	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1		-1	-1	3	499	500	501	502	-1	1148	0	-1	-1	-1	0	1	1	-1	0.9		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TemplarClassCGS1"	30529	1	11727	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	40	-1	40	7	-1	-1	-1	1	4	32	0	2	0	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	11	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	331	332	333	334	-1	1148	0	224	-1	-1	0	16	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"SweetDreams"	20803	1	11751	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	65	4	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	64	40	-1	40	7	-1	-1	-1	1	7	35	0	1	10	1	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1		-1	-1	2	503	504	505	506	-1	1148	0	441	-1	-1	0	9	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TrustMeToTrustYou"	21059	1	11757	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	66	6	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	192	1	65	40	-1	40	7	-1	-1	-1	1	8	36	0	3	10	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	-1	-1	-1	-1		-1	-1	7	507	508	509	510	-1	1148	0	452	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"CabalistClassCGS1"	30273	1	11739	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	3	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	41	-1	41	7	-1	-1	-1	1	4	32	0	2	0	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	-1	-1	-1	-1	-1	-1		-1	-1	0	327	328	329	330	-1	1148	0	460	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TroubleFind"	21315	1	11763	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	68	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	66	41	-1	41	7	-1	-1	-1	1	5	33	0	1	10	0	0	4	100					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	-1	-1	-1	-1	-1	-1	-1		-1	-1	3	511	512	513	514	-1	1148	0	-1	-1	-1	0	1	1	-1	0.9		0	-1	-1	-1	-1	0	0	-1	-1	-1
