"LEVEL"	"name"	"code"	"bitfieldIndex"	"unknown1"	"defaultSubLevel"	"previousLevel"	"nextLevel"	"levelDisplayName"	"floorSuffixName"	"finalSuffixFloorName"	"town"	"alwaysActive"	"startingLocation"	"unknown2"	"levelRestartRedirect"	"portalAndRecallLoc"	"firstPortalandRecallLoc"	"safe"	"subLevelTownPortal"	"tutorial"	"disableTownPortals"	"onEnterClearBadStates"	"playerOwnedCannotDie"	"hardcoreDeadCanVisit"	"canFormAutoParties"	"CameraDollyScale"	"minZ"	"maxZ"	"visibilityOpacity"	"fixedOrientation"	"orientedToMap"	"allowRandomOrientation"	"hellriftChancePercent"	"hellriftSubLevel1"	"madLibs"	"properNames"	"adjectives"	"nouns"	"affixs"	"suffixs"	"subLevel1"	"subLevel2"	"subLevel3"	"subLevel4"	"subLevel5"	"subLevel6"	"subLevel7"	"subLevel8"	"autoWaypoint"	"multiplayerOnly"	"useTeamColors"	"waypoint"	"srvLevelType"	"playerMax"	"monsterLevel"	"monsterLevelNightmare"	"unknown3"	"monsterLevelFromParentLevel"	"monsterLevelFromActivator"	"monsterLevelActivatorDelta"	"selectRandomThemePct"	"partySizeRecommended"	"questSpawnClass"	"interactableSpawnClass"	"stringEnter"	"stringLeave"	"championSpawnChancePercentAtEachSpawnLocation"	"uniqueMonsterChancePercent"	"mapX"	"mapY"	"firstLevel"	"firstLevelCheating"	"playerExpLevel"	"startingGold"	"bonusStartingTreasure"	"sequenceNumber"	"blank"	"worldMapRow"	"worldMapCol"	"worldMapFrame"	"worldMapFrameUnexplored"	"worldMapColor"	"worldMapLabelPos"	"worldMapLabelXOffs"	"worldMapLabelYOffs"	"worldMapConnectIDs1"	"worldMapConnectIDs2"	"worldMapConnectIDs3"	"worldMapConnectIDs4"	"worldMapConnectIDs5"	"worldMapConnectIDs6"	"worldMapConnectIDs7"	"worldMapConnectIDs8"	"adventureChancePercent"	"numAdventures"	"enableRoomReset"	"roomResetDelayInSeconds"	"roomResetWhenMonstersBelowPercent"	"monsterRoomDensityMultiplier"	"contentsAlwaysRevealed"	"scriptPlayerEnterLevel"	"allowOverworldTravel"
"3,60,0,-1,0,-1"	"King William Street"	24898	80	0	0	58	80	8526	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,24,0"	"26,49,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	78	0	3	18	22	"map_circle"	"map_circle_dotted"	38	3	-8	0	80	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Threadneedle"	25154	81	0	0	79	81	8527	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,24,0"	"26,50,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	79	0	3	16	22	"map_circle"	"map_circle_dotted"	38	5	8	0	81	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Cannon Street Rail"	25410	82	0	0	80	82	8528	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,24,0"	"26,50,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	80	0	3	14	20	"map_square"	"map_square_dotted"	6	1	0	8	82	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Exodus"	25666	83	0	0	81	83	8529	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	16	15	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,50,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	81	0	3	14	18	"map_square"	"map_square_dotted"	6	1	0	8	83	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	1200	20	1.15	1	0	0
"3,60,0,-1,0,-1"	"Crown Office Row"	25922	84	0	0	82	42	8530	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,50,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	0	-1	-1	0	0	-1	-1	82	0	3	14	16	"map_circle"	"map_circle_dotted"	38	1	0	8	42	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Mark Lane Approach"	26178	85	0	0	58	85	8535	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,51,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	83	0	4	20	22	"map_circle"	"map_circle_dotted"	38	7	0	-10	85	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Mark Lane Station"	26434	86	0	0	84	86	8536	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,51,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	84	0	4	20	25	"map_circle"	"map_circle_dotted"	38	7	0	-10	86	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Liverpool Approach"	26690	87	0	0	85	87	8537	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,51,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	85	0	4	18	27	"map_circle"	"map_circle_dotted"	38	7	0	-10	87	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Liverpool Street Station"	26946	88	0	1	-1	-1	8538	-1	-1	1	0	1	-1	0	1	0	1	-1	0	0	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	144	2	24	"26,26,0"	"26,51,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	86	0	4	16	27	"map_hex"	"map_hex_dotted"	11	5	8	0	88	113	92	90	99	102	-1	-1	0	0	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Liverpool Tunnels"	27202	89	0	0	87	89	8539	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,25,0"	"26,51,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	87	0	4	17	26	"map_circle"	"map_circle_dotted"	38	7	0	-10	89	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Abandoned Tunnels"	27458	90	0	0	88	-1	8540	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,26,0"	"26,52,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	88	0	4	17	25	"map_circle"	"map_circle_dotted"	38	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Devonshire Square"	27714	91	0	0	87	91	8541	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,26,0"	"26,52,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	89	0	4	16	29	"map_circle"	"map_circle_dotted"	38	7	0	-10	91	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Houndsditch"	27970	92	0	0	90	-1	8542	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,26,0"	"26,52,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	90	0	4	16	30	"map_circle"	"map_circle_dotted"	38	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Primrose"	28226	93	0	0	87	93	8543	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,26,0"	"26,53,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	91	0	4	15	28	"map_circle"	"map_circle_dotted"	38	3	-8	0	93	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Shoreditch"	28482	94	0	0	92	94	8544	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,26,0"	"26,53,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	92	0	4	14	29	"map_circle"	"map_circle_dotted"	38	5	8	0	94	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Necropolis Level 1"	28738	95	0	0	93	95	8545	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,53,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	93	0	4	14	30	"map_square"	"map_square_dotted"	134	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Necropolis Level 2"	28994	96	0	0	94	96	8546	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,53,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	94	0	4	-1	-1			-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Necropolis Level 3"	29250	97	0	0	95	97	8547	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,54,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	95	0	4	-1	-1			-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Necropolis Level 4"	29506	98	0	0	96	98	8548	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,54,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	96	0	4	-1	-1			-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Necropolis Level 5"	29762	99	0	0	97	-1	8549	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,54,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	97	0	4	-1	-1			-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Bishopsgate"	30018	100	0	0	87	100	8550	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,27,0"	"26,54,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	98	0	4	17	28	"map_circle"	"map_circle_dotted"	38	7	0	-10	100	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Wormwood"	30274	101	0	0	99	101	8551	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,28,0"	"26,55,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	99	0	4	18	29	"map_circle"	"map_circle_dotted"	38	3	-8	0	101	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Undershaft"	30530	102	0	0	100	-1	8552	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,28,0"	"26,55,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	100	0	4	19	29	"map_circle"	"map_circle_dotted"	38	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Finsbury Square"	30786	103	0	0	-1	-1	8561	-1	-1	1	0	1	-1	0	1	0	1	-1	0	1	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	143	2	16	"26,28,0"	"26,55,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	101	0	4	12	27	"map_hex"	"map_hex_dotted"	6	1	0	8	103	105	107	109	111	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Finsbury Circus"	31042	104	0	0	102	104	8562	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,28,0"	"26,57,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	102	0	4	12	26	"map_circle"	"map_circle_dotted"	38	7	0	-10	104	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"London Wall"	31298	105	0	21	103	-1	8563	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,58,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	103	0	4	11	25	"map_square"	"map_square_dotted"	6	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Moorgate"	16707	106	0	0	102	106	8564	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,28,0"	"26,57,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	104	0	4	10	25	"map_circle"	"map_circle_dotted"	38	5	8	0	106	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Ropemaker Street"	16963	107	0	22	105	-1	8565	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,57,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	105	0	4	9	26	"map_square"	"map_square_dotted"	6	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Lamb's Passage"	17219	108	0	0	102	108	8566	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,56,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	106	0	4	10	27	"map_circle"	"map_circle_dotted"	38	3	-8	0	108	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Whitecross"	17475	109	0	23	107	-1	8567	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,57,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	107	0	4	9	27	"map_square"	"map_square_dotted"	6	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Mark Square"	17731	110	0	0	102	110	8568	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,56,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	108	0	4	10	29	"map_circle"	"map_circle_dotted"	38	3	-8	0	110	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Old Street"	17987	111	0	0	109	-1	8569	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,56,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	109	0	4	9	28	"map_square"	"map_square_dotted"	6	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Finsbury Market"	18243	112	0	0	102	112	8570	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,55,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	110	0	4	12	28	"map_circle"	"map_circle_dotted"	38	7	0	-10	112	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Ploughyard"	18499	113	0	0	111	-1	8571	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	18	17	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,56,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	111	0	4	11	29	"map_square"	"map_square_dotted"	6	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	1	0	0
"3,60,0,-1,0,-1"	"Guildhall"	18755	114	0	0	87	114	8553	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,58,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	112	0	4	15	26	"map_circle"	"map_circle_dotted"	38	5	8	0	114	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"St. Paul's Approach"	19011	115	0	0	113	115	8554	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,58,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	113	0	4	14	26	"map_circle"	"map_circle_dotted"	38	5	8	0	115	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"St. Paul's Station"	19267	116	0	1	-1	-1	8555	-1	-1	1	0	1	-1	0	1	0	1	-1	0	0	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	145	2	40	"26,29,0"	"26,59,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	114	0	4	12	24	"map_hex"	"map_hex_dotted"	11	3	-8	0	118	116	120	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Church Yard"	19523	117	0	0	115	117	8557	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,59,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	115	0	4	13	23	"map_circle"	"map_circle_dotted"	38	1	0	8	117	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Paternoster Row"	19779	118	0	0	116	-1	8558	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,59,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	116	0	4	14	24	"map_circle"	"map_circle_dotted"	38	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Cheapside"	20035	119	0	0	115	119	8559	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,29,0"	"26,59,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	117	0	4	11	23	"map_circle"	"map_circle_dotted"	38	5	8	0	119	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Little Britain"	20291	120	0	0	118	-1	8560	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,30,0"	"26,59,0"	0	0	0	0	0	0	-1	4	-1	-1	0.24	20	-1	-1	0	0	-1	-1	118	0	4	9	23	"map_circle"	"map_circle_dotted"	38	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"St. Paul's Hellgate"	20547	121	0	0	115	121	8556	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,30,0"	"26,60,0"	0	0	0	0	0	0	-1	4	-1	-1	0.32	20	-1	-1	0	0	-1	-1	119	0	4	12	21	"map_square"	"map_square_dotted"	134	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	1200	20	1.65	0	0	0
