SPAWNCLASS	spawnClass	code	pickType	rememberPick	pick1	spawn1	count1	weight1	pick2	spawn2	count2	weight2	pick3	spawn3	count3	weight3	pick4	spawn4	count4	weight4	pick5	spawn5	count5	weight5	pick6	spawn6	count6	weight6	pick7	spawn7	count7	weight7	pick8	spawn8	count8	weight8
"3,63,0,-1,0,-1"	level_Hellyard	22595	1	0	3	8	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Hellrift_Minor	22851	1	0	3	8	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Hellrift_Major	23107	1	0	3	8	"26,2,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Hellrift	25155	0	0	3	187	"26,1,0"	70	3	188	"26,1,0"	30	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_river	25411	1	1	3	191	"26,1,0"	1	3	192	"26,1,0"	1	3	193	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_river_seraph	25667	1	0	3	8	"710,26,1,26,2,3,33,0"	3	1	2	"710,26,2,26,5,3,33,0"	3	1	58	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_river_hulks	25923	1	0	3	35	"710,26,2,26,7,3,33,0"	3	1	2	"710,26,2,26,5,3,33,0"	3	1	162	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_river_diggers	26179	1	0	1	108	"710,26,1,26,2,3,33,0"	5	1	381	"710,26,1,26,2,3,33,0"	3	1	148	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_bigcity	26435	1	1	3	195	"26,1,0"	1	3	196	"26,1,0"	1	3	197	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_bigcity_fury	26691	1	0	1	179	"26,1,0"	1	1	277	"710,26,2,26,4,3,33,0"	4	1	478	"710,26,1,26,3,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_bigcity_grotesque	26947	1	0	1	203	"26,1,0"	1	1	334	"710,26,1,26,5,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_bigcity_shaman	27203	1	0	3	198	"26,1,0"	1	3	8	"710,26,2,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_bigcity_shamanpack	27459	0	0	1	415	"710,26,1,26,2,3,33,0"	1	3	8	"710,26,3,26,5,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_tubes	27715	1	1	3	200	"26,1,0"	1	3	201	"26,1,0"	1	3	202	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_tubes_bruiser	27971	1	0	1	71	"710,26,1,26,3,3,33,0"	1	1	172	"710,26,2,26,4,3,33,0"	1	3	203	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_tubes_shadowhusk	28227	1	0	1	411	"710,26,1,26,3,3,33,0"	1	1	277	"710,26,2,26,4,3,33,0"	1	3	203	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_tubes_blackskull	28483	1	0	1	451	"710,26,1,26,4,3,33,0"	1	1	291	"710,26,1,26,3,3,33,0"	1	3	203	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_tubes_punks	28739	1	1	1	519	"710,26,2,26,7,3,33,0"	1	1	361	"710,26,2,26,4,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_sewers	29763	1	1	3	205	"26,1,0"	1	3	206	"26,1,0"	1	3	207	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_sewers_shadowhusk	30019	1	0	1	411	"710,26,1,26,3,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_sewers_bruisers	30275	1	0	1	162	"26,1,0"	2	1	191	"710,26,1,26,2,3,33,0"	1	1	307	"710,26,1,26,5,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_sewers_grotesque	30531	1	0	1	203	"26,1,0"	1	3	9	"710,26,1,26,3,3,33,0"	2	1	307	"710,26,1,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_alleys	30787	1	1	3	209	"26,1,0"	1	3	210	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_alleys_summoner	31043	1	0	1	613	"26,1,0"	1	1	381	"710,26,1,26,2,3,33,0"	3	1	2	"710,26,2,26,5,3,33,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_alleys_seraph	31299	1	0	1	58	"26,1,0"	1	1	108	"710,26,1,26,2,3,33,0"	4	1	148	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_hellrift	16708	1	0	1	58	"26,1,0"	1	1	415	"26,1,0"	1	3	9	"710,26,1,26,3,3,33,0"	2	1	224	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_britmuseum	16964	1	1	3	213	"26,1,0"	1	3	214	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_britmuseum_shadowhusk	17220	1	0	1	71	"710,26,1,26,3,3,33,0"	4	3	35	"710,26,2,26,7,3,33,0"	6	3	215	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_britmuseum_bruisers	17476	1	0	1	148	"26,1,0"	2	1	108	"710,26,2,26,4,3,33,0"	6	3	215	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_britmuseum_punks	17732	1	0	3	37	"26,1,0"	1	1	316	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_britmuseum_statues	16970	1	0	1	272	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_britmuseum_statues_boss	17226	1	0	1	273	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L6toL10_crypts	24900	1	1	3	219	"26,1,0"	1	3	220	"26,1,0"	1	3	221	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_crypts_summoner	29252	1	0	1	613	"26,1,0"	1	1	451	"710,26,1,26,2,3,33,0"	3	3	35	"710,26,2,26,5,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_crypts_hellmeat	29508	1	0	3	37	"26,1,0"	1	1	191	"710,26,1,26,2,3,33,0"	1	3	35	"710,26,2,26,5,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L6toL10_crypts_bloodzombies	29764	1	0	3	37	"26,1,0"	1	1	540	"710,26,1,26,3,3,33,0"	3	1	2	"710,26,2,26,5,3,33,0"	7	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_ChocolatePark	18500	1	0	1	57	"26,1,0"	3	3	35	"710,26,2,26,7,3,33,0"	7	3	223	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_ChocolatePark_otherthings	18756	1	1	1	61	"26,1,0"	1	1	39	"26,1,0"	1	1	383	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_TheDark	20548	1	0	3	36	"710,26,1,26,7,3,33,0"	7	1	316	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_RTS	29253	1	0	1	112	"26,1,0"	7	1	132	"26,1,0"	1	1	631	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_MiniRoomsAdventure	20804	1	1	3	227	"26,1,0"	1	3	228	"26,1,0"	1	3	229	"26,1,0"	1	3	230	0	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minirooms_adventure_01	21060	1	0	1	546	"710,26,1,26,4,3,33,0"	1	1	361	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minirooms_adventure_02	21316	1	0	1	291	"710,26,1,26,3,3,33,0"	1	1	277	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minirooms_adventure_03	21572	1	0	1	291	"710,26,1,26,3,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minirooms_adventure_04	21828	1	0	1	613	"26,1,0"	1	1	71	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_MiniSewersAdventure	22084	1	1	3	232	"26,1,0"	1	3	233	"26,1,0"	1	3	234	"26,1,0"	1	3	235	0	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minisewers_adventure_01	22340	1	0	1	546	"710,26,1,26,4,3,33,0"	1	1	361	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minisewers_adventure_02	22596	1	0	1	291	"710,26,1,26,3,3,33,0"	1	1	277	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minisewers_adventure_03	22852	1	0	1	291	"710,26,1,26,3,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_minisewers_adventure_04	23108	1	0	1	613	"26,1,0"	1	1	71	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_river	25156	1	1	3	237	"26,1,0"	2	3	238	"26,1,0"	2	3	239	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_river_carnagors	30020	1	0	1	39	"26,1,0"	1	1	364	"710,26,1,26,3,3,33,0"	2	3	240	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_river_zombies	30276	1	0	3	37	"26,1,0"	1	1	364	"710,26,1,26,3,3,33,0"	2	3	240	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_darklings	30532	1	0	1	411	"26,1,0"	1	3	11	"26,1,0"	7	1	443	"710,26,1,26,3,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_river_punks	30788	1	1	1	443	"710,26,1,26,3,3,33,0"	3	1	366	"710,26,2,26,5,3,33,0"	1	1	2	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_bigcity	25412	1	1	3	242	"26,1,0"	3	3	243	"26,1,0"	2	3	244	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_bigcity_cursedtribe	31044	1	0	3	23	"26,1,0"	3	1	383	"710,26,1,26,3,3,33,0"	1	1	117	"710,26,1,26,3,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_bigcity_carnagors	31300	1	0	1	39	"710,26,1,26,2,3,33,0"	1	1	79	"710,26,1,26,2,3,33,0"	2	1	443	"710,26,1,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_bigcity_seraph	16709	1	0	1	58	"26,1,0"	1	1	293	"710,26,1,26,3,3,33,0"	3	1	361	"710,26,1,26,4,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_tubes	25668	1	1	3	246	"26,1,0"	3	3	247	"26,1,0"	2	3	248	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_tubes_summoner	17989	1	0	1	613	"26,1,0"	1	1	472	"710,26,1,26,4,3,33,0"	3	1	2	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_tubes_fury	18245	1	0	1	179	"26,1,0"	1	1	546	"710,26,1,26,4,3,33,0"	3	3	23	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_tubes_orbile	18501	1	0	3	37	"26,1,0"	1	1	293	"710,26,1,26,3,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_minirooms	25924	1	1	3	250	"26,1,0"	1	3	251	"26,1,0"	1	3	252	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_minirooms_hellmeat	18757	1	0	1	203	"710,26,1,26,2,3,33,0"	1	1	280	"710,26,1,26,3,3,33,0"	2	3	253	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_minirooms_defiler	19013	1	0	1	481	"710,26,1,26,3,3,33,0"	1	1	79	"710,26,1,26,2,3,33,0"	1	3	253	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_festering	19269	1	0	1	481	"710,26,1,26,3,3,33,0"	1	1	546	"710,26,2,26,4,3,33,0"	1	3	253	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_minirooms_punks	19525	1	1	1	5	"710,26,1,26,3,3,33,0"	1	1	307	"710,26,2,26,4,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_sewers	26180	1	1	3	255	"26,1,0"	2	3	256	"26,1,0"	2	3	257	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_sewers_summoner	19781	1	0	1	613	"26,1,0"	1	1	454	"710,26,1,26,3,3,33,0"	3	1	472	"710,26,1,26,4,3,33,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_sewers_nightmare	20037	1	0	1	310	"26,1,0"	1	3	11	"26,1,0"	3	1	519	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_sewers_shadowhusk	20293	1	0	1	411	"26,1,0"	1	1	481	"710,26,1,26,3,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_alleys	26436	1	0	3	259	"26,1,0"	1	3	260	"26,1,0"	3	3	261	"26,1,0"	6	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_alleys_big	20549	1	1	1	167	"710,26,1,26,2,3,33,0"	1	3	37	"26,1,0"	1	1	310	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_alleys_medium	20805	1	1	1	546	"710,26,1,26,5,3,33,0"	1	1	203	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_alleys_small	21061	1	1	1	443	"710,26,1,26,4,3,33,0"	1	1	307	"710,26,1,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_hellrift	26692	1	0	3	11	"26,1,0"	3	1	417	"26,1,0"	1	3	263	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_hellrift_otherthing	21317	1	1	1	167	"710,26,1,26,2,3,33,0"	1	1	454	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_crypts	26948	1	1	3	265	"26,1,0"	3	3	266	"26,1,0"	2	3	267	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_crypts_shadowhusk	21573	1	0	1	411	"26,1,0"	1	1	601	"710,26,1,26,3,3,33,0"	2	1	472	"710,26,1,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_crypts_torturedsouls	21829	1	1	1	79	"710,26,1,26,2,3,33,0"	1	1	481	"710,26,1,26,3,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_crypts_darklings	22085	1	1	1	79	"710,26,1,26,2,3,33,0"	1	3	12	"710,26,2,26,4,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L11toL15_helldungeon	27204	1	0	3	269	"26,1,0"	2	3	270	"26,1,0"	5	3	271	"26,1,0"	11	3	272	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_helldungeon_big	22341	1	1	1	411	"710,26,1,26,2,3,33,0"	1	1	179	"710,26,1,26,2,3,33,0"	1	1	58	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_helldungeon_medium	22597	1	1	1	293	"710,26,1,26,3,3,33,0"	2	1	280	"710,26,1,26,3,3,33,0"	2	1	364	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_helldungeon_small	22853	1	1	1	546	"710,26,2,26,4,3,33,0"	1	1	443	"710,26,2,26,5,3,33,0"	1	1	35	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L11toL15_helldungeon_huge	17738	1	1	1	433	"26,1,0"	1	1	462	"26,1,0"	1	1	368	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Embankment_Approach	26949	1	0	3	274	"26,1,0"	1	3	278	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_goodguys	27205	1	0	3	275	"710,26,1,26,3,3,33,0"	1	3	276	"710,26,1,26,3,3,33,0"	1	3	277	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_goodguys_Templars	27461	1	1	1	906	"26,1,0"	1	1	907	"26,1,0"	1	1	908	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_goodguys_Cabalists	27717	1	1	1	909	"26,1,0"	1	1	910	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_goodguys_Hunter	27973	1	1	1	911	"26,1,0"	1	1	912	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_badguys	28229	1	1	3	279	"26,1,0"	5	3	280	"26,1,0"	3	3	281	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_Cursed_Tribe	28485	1	0	3	23	"26,1,0"	3	1	472	"710,26,1,26,2,3,33,0"	2	1	117	"710,26,1,26,3,3,33,0"	1	1	443	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_Darklings	28741	1	0	3	11	"26,1,0"	2	1	361	"710,26,1,26,4,3,33,0"	1	1	443	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Battle_Minions	28997	1	0	1	274	"710,26,1,26,3,3,33,0"	3	1	293	"710,26,1,26,3,3,33,0"	3	1	334	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Mind314	29509	1	0	3	37	"26,1,0"	5	1	506	"26,1,0"	1	1	71	"710,26,1,26,2,3,33,0"	3	0	-1	"26,1,0"	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_L16toL20_river	30789	1	1	3	284	"26,1,0"	3	3	285	"26,1,0"	2	3	286	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_river_lostdevils	18246	1	0	3	27	"26,1,0"	1	1	484	"710,26,1,26,2,3,33,0"	2	1	110	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_L16toL20_river_chicks	18502	1	0	1	179	"710,26,1,26,2,3,33,0"	1	1	383	"710,26,1,26,4,3,33,0"	3	1	110	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
