PROPS	name	outDoor	outDoorVisibility	computeAmbientOcclusion	noMonsterSpawn	noAdventures	noSubLevelEntrance	occupiesNodes	raisesNodes	fullCollision	dontObstructSound	dontOccludeVisibility	thirdPersonCameraIgnore	rtsCameraIgnore	havokSliceType	roomVersion	nodeBuffer	reverbEnvironment	backGroundSound	noGore	noHumans
"3,60,0,-1,0,-1"	Props\Residential\Chair_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Chair_Ba	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Chair_Bb	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Chair_Bc	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Toilet_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Toilet_Ab	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Toilet_Ac	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bathtub_A	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Sink_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\SideTable_A	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Lamp_Aa	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Lamp_Ab	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Lamp_AbGlow	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Lamp_Ac	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_A	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_B	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_C	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_D	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_E	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_F	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_A_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_B_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_C_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_D_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_E_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_F_S	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_A_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_B_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_C_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_D_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_E_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Awning_F_R	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting01	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting02	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting03	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting04	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting05	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting06	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting07	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Painting08	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Rug01	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Rug02	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Rug03	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Rug04	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_A	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_A_off	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_B	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_B_off	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_C	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Fireplace_C_off	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\couch	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\fireplace	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\florescent_lights	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\florescent_lightsglow	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\florescent_lightsglow1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\sconce2nolight	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\sconce	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\sconceGlow	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\television	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\television_broken	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\crib	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\HousePlant	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\SmallCabinet	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\UprightPiano	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\PotHanger	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\WardrobeCloset	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\desk	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\office_chair	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\CeilingFan	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\trunk	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\file_cabinets	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Cocoon_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Cocoon_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Cocoon_C	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Den_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Den_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Nest_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Nest_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Nest_C	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Pupa_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Pupa_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Pupa_C	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Boil_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Boil_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Boil_C	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Boil_D	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Egg_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Infestation\Egg_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Pole_Aa	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Pole_Ab	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Pole_Ac	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Big_Bone_Aa	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Big_Bone_Ab	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Big_Bone_Ac	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Big_Bone_B	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Bone_Cage_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Bone_Cage_B	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Fire_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Death_Torch_A	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Death_Torch_B	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Bone_Pile_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Bone_Pile_B	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Pile_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Death\Skull_Pile_B	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Boiling_Pot	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Broken_Piece_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Broken_Piece_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Demonic_Metal_Pyramid	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Fossil	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Landmark_Stone	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Light_Pole_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Light_Pole_B	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Pole_A	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Pole_B	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Pole_C	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Volcanic_Shards_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Hell_Theme\hell_crack_smoke_dx10_small	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Hell_Theme\hell_cracksA	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Hell_Theme\hell_cracksB	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Hell_Theme\hell_cracksC	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Hell_Theme\hell_cracksD	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Hellspike_A	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Hellspike_B	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Hellspike_C	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Hell_Theme\Hellspike_D	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\cabalist_corpses\cm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	486	505
"3,60,0,-1,0,-1"	Props\cabalist_corpses\cm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	487	505
"3,60,0,-1,0,-1"	Props\cabalist_corpses\cm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	488	505
"3,60,0,-1,0,-1"	Props\cabalist_corpses\C_cm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\cabalist_corpses\C_cm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\cabalist_corpses\C_cm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\hunter_corpses\hm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	493	505
"3,60,0,-1,0,-1"	Props\hunter_corpses\hm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	494	505
"3,60,0,-1,0,-1"	Props\hunter_corpses\hm_03	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	495	505
"3,60,0,-1,0,-1"	Props\hunter_corpses\hm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	496	505
"3,60,0,-1,0,-1"	Props\hunter_corpses\C_hm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\hunter_corpses\C_hm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\hunter_corpses\C_hm_03	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\hunter_corpses\C_hm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\TemplarCorpses\tm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	501	505
"3,60,0,-1,0,-1"	Props\TemplarCorpses\tm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	502	505
"3,60,0,-1,0,-1"	Props\TemplarCorpses\tm_03	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	503	505
"3,60,0,-1,0,-1"	Props\TemplarCorpses\tm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	504	505
"3,60,0,-1,0,-1"	Props\TemplarCorpses\C_tm_01	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\TemplarCorpses\C_tm_02	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\TemplarCorpses\C_tm_03	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\TemplarCorpses\C_tm_wall	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\TemplarCorpses\corpse_model_swap	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\Altar_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\CabLight_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\CabLight_B	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\CabTorch_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\Healer_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Cabalist\Womb_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\Barrier_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	520	-1
"3,60,0,-1,0,-1"	Props\Demon\Column_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	521	-1
"3,60,0,-1,0,-1"	Props\Demon\FlagPole_A	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\FlagPole_B	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\Pole_A	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	522	-1
"3,60,0,-1,0,-1"	Props\Demon\Shrine_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	523	-1
"3,60,0,-1,0,-1"	Props\Demon\Torch_A	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	524	-1
"3,60,0,-1,0,-1"	Props\Demon\Throne_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	525	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Barrier_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Column_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Pole_A	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Shrine_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Torch_A	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Demon\C_Throne_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\Crater_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\Fungus_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\Fungus_B	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\Mouth_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\RottenCorpse_A	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\RottenEgg_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Poison\RottenEgg_B	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,63,0,-1,0,-1"	Props\StreetClutter\GammaColorTest	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candelabra_B	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candelabra_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candelier_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\wall_candle_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candle_group_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candle_group_B	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\wall_candle_B	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\bench_stone	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\table_stone	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candle_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Church\candle_B	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Sewers\RubbleSoundObject	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0		-1	-1	-1
