name	code	undefined1	rowCollection	order	debug	randomAppearanceGroups1	randomAppearanceGroups2	randomAppearanceGroups3	randomAppearanceGroups4	randomAppearanceGroups5	randomAppearanceGroups6	randomAppearanceGroups7	randomAppearanceGroups8	randomAppearanceGroups9	randomAppearanceGroups10	layerSet1	layerSet2	layerSet3	layerSet4	layerSet5	modelGroup	textureSetGroup	blendOp	blendOpTemplar	blendOpCabalist	blendOpHunter	blendOpAdventurer	offHandlayer	undefined2	attachType	attachName	undefined5	attachBone	hasBoneIndex	boneIndex	state
	0	0	443	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	18	-1	-1	-1	0	0		-1		0	0	-1
	0	0	443	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	443	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
apprentice1_hunter_gloves	13637	0	450	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	21	-1	-1	0	0		-1		0	0	-1
	0	0	450	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	450	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	-1	3	-1	-1	0	0		-1		0	0	-1
apprentice2_hunter_gloves	13893	0	451	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	21	-1	-1	0	0		-1		0	0	-1
	0	0	451	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	-1	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	451	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	-1	-1	3	-1	-1	0	0		-1		0	0	-1
apprentice3_hunter_gloves	14149	0	452	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	22	-1	-1	0	0		-1		0	0	-1
	0	0	452	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	452	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	-1	3	-1	-1	0	0		-1		0	0	-1
apprentice4_hunter_gloves	14405	0	453	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	21	-1	-1	0	0		-1		0	0	-1
	0	0	453	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	18	-1	-1	0	0		-1		0	0	-1
	0	0	453	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	-1	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	453	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	-1	-1	3	-1	-1	0	0		-1		0	0	-1
apprentice1_templar_gloves	14661	0	460	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	460	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	460	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_templar_gloves	16709	0	461	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	461	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	461	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_templar_gloves	16965	0	462	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	22	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	462	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	462	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_templar_gloves	17221	0	463	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	21	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	463	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	18	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	463	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	463	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	-1	-1	-1	0	0		-1		0	0	-1
fawkes_gloves	26183	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	66	53	-1	21	21	21	-1	-1	0	0		-1		0	0	957
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	66	53	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	12	11	-1	2	2	2	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	12	11	-1	3	3	3	-1	-1	0	0		-1		0	0	-1
power1_normal_arms	25392	0	470	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	16	16	16	-1	-1	0	0		-1		0	0	-1
power4_normal_arms	25648	0	471	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	16	16	16	-1	-1	0	0		-1		0	0	-1
tech1_normal_arms	25904	0	472	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	16	16	16	-1	-1	0	0		-1		0	0	-1
tech4_normal_arms	26160	0	473	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	16	16	16	-1	-1	0	0		-1		0	0	-1
goggles_1	12595	0	475	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	61	48	-1	60	60	60	-1	-1	0	0		-1		0	0	232
goggles_2	17217	0	476	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	61	48	-1	60	60	60	-1	-1	0	0		-1		0	0	233
goggles_3_red	23111	0	477	35	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	61	48	-1	60	60	60	-1	-1	0	0		-1		0	0	234
gas_mask	21319	0	478	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	62	49	-1	46	46	46	-1	-1	0	0		-1		0	0	-1
arcane1_normal_head	25666	0	500	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	34	36	-1	50	51	46	-1	-1	0	0		-1		0	0	-1
arcane2_normal_head	28226	0	501	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	34	36	-1	50	51	46	-1	-1	0	0		-1		0	0	-1
arcane3_normal_head	28482	0	502	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	35	37	-1	46	64	46	-1	-1	0	0		-1		0	0	-1
arcane4_normal_head	22594	0	503	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	35	37	-1	46	64	46	-1	-1	0	0		-1		0	0	-1
mystic1_normal_head	17985	0	510	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	36	38	-1	47	50	46	-1	-1	0	0		-1		0	0	-1
mystic2_normal_head	28738	0	511	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	36	38	-1	47	50	46	-1	-1	0	0		-1		0	0	-1
mystic3_normal_head	28994	0	512	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	37	39	-1	47	46	46	-1	-1	0	0		-1		0	0	-1
mystic4_normal_head	30258	0	513	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	37	39	-1	47	46	46	-1	-1	0	0		-1		0	0	-1
power1_normal_head	29250	0	520	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	38	40	-1	43	53	46	-1	-1	0	0		-1		0	0	-1
power2_normal_head	29506	0	521	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	38	40	-1	43	53	46	-1	-1	0	0		-1		0	0	-1
power3_normal_head	29762	0	522	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	39	41	-1	43	52	46	-1	-1	0	0		-1		0	0	-1
power4_normal_head	26416	0	523	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	39	41	-1	43	52	46	-1	-1	0	0		-1		0	0	-1
tech1_normal_head	30274	0	530	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	41	43	-1	43	55	46	-1	-1	0	0		-1		0	0	-1
tech2_normal_head	30018	0	531	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	41	43	-1	43	55	46	-1	-1	0	0		-1		0	0	-1
tech3_normal_head	30530	0	532	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	42	44	-1	43	54	46	-1	-1	0	0		-1		0	0	-1
tech4_normal_head	26672	0	533	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	42	44	-1	43	54	46	-1	-1	0	0		-1		0	0	-1
apprentice1_normal_head	20292	0	540	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	35	-1	47	63	50	-1	-1	0	0		-1		0	0	-1
apprentice2_normal_head	17477	0	541	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	35	-1	47	63	50	-1	-1	0	0		-1		0	0	-1
apprentice3_normal_head	17733	0	542	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	35	-1	47	63	50	-1	-1	0	0		-1		0	0	-1
apprentice4_normal_head	17989	0	543	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	35	-1	47	63	50	-1	-1	0	0		-1		0	0	-1
ong1_misc1_normal_head	26439	0	652	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	44	46	-1	46	65	46	-1	-1	0	0		-1		0	0	-1
ong1_misc2_normal_head	26695	0	653	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	45	47	-1	46	66	67	-1	-1	0	0		-1		0	0	-1
skull_head	24903	0	544	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	64	51	-1	46	46	46	-1	-1	0	0		-1		0	0	940
santa_helm	27463	0	545	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	65	52	-1	47	47	47	-1	-1	0	0		-1		0	0	-1
arcane1_normal_shoulders	22850	0	600	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
arcane2_normal_shoulders	13379	0	601	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	601	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
arcane3_normal_shoulders	13123	0	602	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	602	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
arcane4_normal_shoulders	23106	0	603	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
mystic1_normal_shoulders	26418	0	610	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
mystic2_normal_shoulders	30786	0	611	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	611	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
mystic3_normal_shoulders	31042	0	612	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	612	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
mystic4_normal_shoulders	30514	0	613	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
power1_normal_shoulders	26928	0	620	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
power2_normal_shoulders	31298	0	621	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	621	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	36	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	621	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	36	36	-1	-1	0	0		-1		0	0	-1
power3_normal_shoulders	12355	0	622	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	-1	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	622	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	35	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	622	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
power4_normal_shoulders	27184	0	623	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
tech1_normal_shoulders	27440	0	630	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
tech2_normal_shoulders	12611	0	631	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	631	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
tech3_normal_shoulders	12867	0	632	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
	0	0	632	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
tech4_normal_shoulders	27696	0	633	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
apprentice1_normal_shoulders	20548	0	640	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	35	35	35	-1	-1	0	0		-1		0	0	-1
apprentice2_normal_shoulders	18245	0	641	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	36	36	36	-1	-1	0	0		-1		0	0	-1
apprentice3_normal_shoulders	18501	0	642	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
apprentice4_normal_shoulders	18757	0	643	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
starter_suit_boots	27204	0	23	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	23	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	14	16	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
arcane1_normal_boots	13380	0	700	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	700	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
arcane2_normal_boots	13636	0	701	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	701	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
arcane3_normal_boots	13892	0	702	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	702	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
arcane4_normal_boots	14148	0	703	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	703	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
mystic1_normal_boots	14404	0	710	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	710	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
mystic2_normal_boots	14660	0	711	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	711	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
mystic3_normal_boots	16708	0	712	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	712	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
mystic4_normal_boots	16964	0	713	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	713	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
power1_normal_boots	17220	0	720	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	720	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
power2_normal_boots	17476	0	721	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	721	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
power3_normal_boots	17732	0	722	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	722	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
power4_normal_boots	17988	0	723	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	723	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
tech1_normal_boots	18244	0	730	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	730	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
tech2_normal_boots	18500	0	731	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	731	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
tech3_normal_boots	18756	0	732	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	732	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
tech4_normal_boots	19012	0	733	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	32	32	32	-1	-1	0	0		-1		0	0	-1
	0	0	733	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	29	29	29	-1	-1	0	0		-1		0	0	-1
apprentice1_cabalist_boots	20804	0	740	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	740	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_cabalist_boots	19013	0	741	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	741	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_cabalist_boots	19269	0	742	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	742	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_cabalist_boots	19525	0	743	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	32	-1	-1	-1	0	0		-1		0	0	-1
	0	0	743	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	29	-1	-1	-1	0	0		-1		0	0	-1
apprentice1_hunter_boots	19781	0	750	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
	0	0	750	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
apprentice2_hunter_boots	20037	0	751	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
	0	0	751	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
apprentice3_hunter_boots	20293	0	752	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
	0	0	752	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	29	-1	-1	0	0		-1		0	0	-1
apprentice4_hunter_boots	20549	0	753	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	32	-1	-1	0	0		-1		0	0	-1
