"SKILLS"	"skill"	"code"	"buffer"	"bitmask1"	"bitmask2"	"bitmask3"	"bitmask4"	"bitmask5"	"bitmask6"	"displayName"	"descriptionStringFunction"	"effectStringFunction"	"skillBonusFunction"	"accumulationStringFunction"	"unknown101"	"unknown102"	"unknown103"	"unknown104"	"unknown105"	"descriptionString"	"effectString"	"skillBonusString"	"accumulationString"	"stringAfterRequiredWeapon"	"skillsToAccumulate1"	"skillsToAccumulate2"	"skillsToAccumulate3"	"events"	"activator"	"largeIcon"	"smallIcon"	"iconColor"	"iconBackgroundColor"	"skillTab"	"skillGroup1"	"skillGroup2"	"skillGroup3"	"skillGroup4"	"skillPageColumn"	"skillPageRow"	"level1"	"level2"	"level3"	"level4"	"level5"	"level6"	"level7"	"level8"	"level9"	"level10"	"level11"	"level12"	"level13"	"level14"	"level15"	"maxLevel"	"summonedAi"	"unknown201"	"summonedInvLocation1"	"summonedInvLocation2"	"summonedInvLocation3"	"summonedInvLocation4"	"summonedInvLocation5"	"summonedInvLocation6"	"maxSummonedMinorPetClasses"	"uiThrobsOnState"	"powerCost"	"powerCostPerLevel"	"priority"	"requiredStats1"	"requiredStats2"	"requiredStatValuesA1"	"requiredStatValuesA2"	"requiredStatValuesA3"	"requiredStatValuesA4"	"requiredStatValuesA5"	"requiredStatValuesA6"	"requiredStatValuesA7"	"requiredStatValuesA8"	"requiredStatValuesA9"	"requiredStatValuesA10"	"requiredStatValuesA11"	"requiredStatValuesA12"	"requiredStatValuesA13"	"requiredStatValuesA14"	"requiredStatValuesA15"	"requiredStatValuesB1"	"requiredStatValuesB2"	"requiredStatValuesB3"	"requiredStatValuesB4"	"requiredStatValuesB5"	"requiredStatValuesB6"	"requiredStatValuesB7"	"requiredStatValuesB8"	"requiredStatValuesB9"	"requiredStatValuesB10"	"requiredStatValuesB11"	"requiredStatValuesB12"	"requiredStatValuesB13"	"requiredStatValuesB14"	"requiredStatValuesB15"	"requiredSkills1"	"requiredSkills2"	"requiredSkills3"	"requiredSkills4"	"levelsOfRequiredSkills1"	"levelsOfRequiredSkills2"	"levelsOfRequiredSkills3"	"levelsOfRequiredSkills4"	"bOnlyRequireOne"	"bUsesCraftingPoints"	"weaponLocation1"	"weaponLocation2"	"fallBackSkills1"	"fallBackSkills2"	"fallBackSkills3"	"targetUnittype"	"ignoreUnitType"	"ignoreTargetsWithState1"	"ignoreTargetsWithState2"	"selectTargetsWithState1"	"selectTargetsWithState2"	"unknown301"	"modeOverride"	"bonusSkills0"	"bonusSkills1"	"bonusSkills2"	"bonusSkills3"	"bonusSkills4"	"bonusSkillScript0"	"bonusSkillScript1"	"bonusSkillScript2"	"bonusSkillScript3"	"bonusSkillScript4"	"skillVar0"	"skillVar1"	"skillVar2"	"skillVar3"	"skillVar4"	"skillVar5"	"skillVar6"	"skillVar7"	"skillVar8"	"skillVar9"	"rangeMultScript"	"cost"	"coolDownPercentChange"	"statsTransferOnAttack"	"statsSkillEvent"	"statsSkillEventServer"	"statsSkillEventServerPostProcess"	"statsServerPostLaunch"	"statsServerPostLaunchPost"	"statsPostLaunch"	"statsOnStateSet"	"statsServerOnStateSet"	"statsServerOnStateSetPost"	"statsOnStateSetPost"	"statsOnPulseServerOnly"	"statsOnDeSelectServerOnly"	"statsOnPulse"	"statsOnLevelChange"	"statsOnSkillStart"	"statsScriptOnTarget"	"scriptFromScriptEvents"	"selectCost"	"startCondition"	"startConditionOntarget"	"stateDurationInTicks"	"stateDurationBonus"	"activatorCondition"	"activatorConditionOnTarget"	"eventChance"	"eventParam0"	"eventParam1"	"eventParam2"	"eventParam3"	"infoScript"	"stateRemovedServer"	"powerCostScript"	"coolDownSkillScript"	"skillOnpulse"	"selectCheckStat"	"startFunc"	"targetFunc"	"givesSkill"	"extraSkillToTurnOn"	"playerInputOverride"	"requiresUnitType"	"requiresWeaponUnitType"	"fuseMissilesOnStateClear"	"requiresState"	"prohibitingState0"	"prohibitingState1"	"prohibitingState2"	"prohibitingState3"	"stateOnSelect"	"clearStateOnSelect"	"holdTicks"	"holdWithMode"	"warmUpTicks"	"testTicks"	"coolDown"	"coolDownSkillGroup"	"coolDownForGroup"	"coolDownFinishedSound"	"coolDownMinPercent"	"activatorKey"	"activateMode"	"activateSkill"	"activatePriority"	"rangeMin"	"rangeMax"	"firingCone"	"rangeDesired"	"rangePercentPerLevel"	"weaponRangeMultiplier"	"impactForwardBias"	"modeSpeed"	"damageTypeOverride"	"damageMultiplier"	"maxExtraSpreadBullets"	"spreadBulletMultiplier"	"reflectiveLifeTimeInSeconds"	"Param1"	"Param2"	"usage"	"family"	"unitEventTrigger0"	"unitEventTrigger1"	"unitEventTrigger2"	"unitEventTrigger3"	"unitEventTriggerChanceScript"	"linkedLevelSkill0"	"linkedLevelSkill1"	"linkedLevelSkill2"	"skillParent"	"fieldMissile"
"3,62,0,-1,0,-1"	"AntidoteInjector"	13128	0	0	0	32768	65536	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/AntidoteInjector"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,1200,0"	0	"666,1056964634,26,0,481,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	204	-1	-1	-1	-1	-1	0	-1	0	40	1200	40	600	-1	50	1	-1	-1	15	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"StabilizingInjector"	13384	0	0	0	32768	65536	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/StabilizingInjector"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,1200,0"	0	"666,1056964633,26,0,481,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	205	-1	-1	-1	-1	-1	0	-1	0	40	1200	40	600	-1	50	1	-1	-1	15	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"FireExtinguisher"	13640	0	0	0	32768	65536	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/FireExtinguisher"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,1200,0"	0	"666,1056964629,26,0,481,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	206	-1	-1	-1	-1	-1	0	-1	0	40	1200	40	600	-1	50	1	-1	-1	15	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ShuntCapacitor"	13896	0	0	0	32768	65536	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/ShuntCapacitor"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,1200,0"	0	"666,1056964631,26,0,481,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	207	-1	-1	-1	-1	-1	0	-1	0	40	1200	40	600	-1	50	1	-1	-1	15	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"GyroStabilizer"	14152	0	0	0	32768	65536	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/GyroStabilizer"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,1200,0"	0	"666,1056964628,26,0,481,0"	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	208	-1	-1	-1	-1	-1	0	-1	0	40	1200	40	600	-1	50	1	-1	-1	15	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"TownPortal"	14408	0	0	1074790400	134250505	131328	0	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/TownPortal"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"711,3,229,26,1,470,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"Analyze"	17226	0	0	0	32768	16	0	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/Analyze"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"DummyItemSkill"	26442	0	0	0	32768	16	0	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"RecipeOpen"	24910	0	0	0	32768	16	0	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/Recipe"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"Ghost"	25679	0	0	0	8192	4096	0	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"ghost"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"26,90,669,599785472,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	2	0	-1	-1	0	9	-1	-1	-1	313	-1	-1	-1	-1	-1	0	-1	0	40	0	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"AutoDoorMonitor"	26424	0	0	135266304	805306368	4112	4194304	2	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"AutoDoorMonitor"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	20	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonMantaWraith"	21048	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonMantaWraith"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonMantaWraithFSS"	20792	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonMantaWraithFSS"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonCocoMoko"	20536	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonCocoMoko"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonCocoMokoKorea"	28215	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonCocoMokoKorea"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonMantaHealer"	27191	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonMantaHealer"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
"3,60,0,-1,0,-1"	"SummonCratePecker"	26935	0	0	1048576	8200	16592	8388608	0	-1					-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	"consumable/SummonCratePecker"				-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1		-1	94	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	-1	-1	862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"709,26,444,3,209,26,0,448,0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	40	100	-1	0	-1	50	-1	-1	-1	0	0	0	180	0	0	1	0	1	-1	-1	-1	1	0	0	0	0	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1
