treasureClass	allowUnitTypes1	allowUnitTypes2	allowUnitTypes3	allowUnitTypes4	allowUnitTypes5	allowUnitTypes6	globalThemeRequired	unknown02	pickTypes	picks	undefined01	undefined02	undefined03	undefined04	undefined05	noDrop	levelBoost	moneyChanceMultiplier	moneyLuckChanceMultiplier	moneyAmountMultiplier	item1m	item1	value1	item2m	item2	value2	item3m	item3	value3	item4m	item4	value4	item5m	item5	value5	item6m	item6	value6	item7m	item7	value7	item8m	item8	value8	spawnCondition	spawnFromMonsterUnitType	spawnFromLevelTheme
more_mods	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	5	15	150	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test5	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	75	"26,-2,0"	1	1	1	2	15	1	5	17	120	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test6	0	0	0	0	0	0	-1	0	3	1	0	0	1	0	0	0	0	1	1	1	3	371	75	3	231	0	2	17	50	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test7	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	2	17	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test8	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	2	25	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test9	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	2	17	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
modules	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	50	0	1	1	1	1	8	1	1	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cheapmodules	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	85	0	1	1	1	1	8	1	1	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
knightshin	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	843	1	1	716	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
squire	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	3	51	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
treasure_room	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	4	0	1	3	371	10	2	15	2	3	376	16	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
altair_guard	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	710	1	1	533	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
lann_guard	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	704	1	1	632	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
aeron_altair_equip	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	719	1	1	535	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
brandon_lann_equip	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	704	1	1	632	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
tol_troop	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	51	1	2	40	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
lightning	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	365	1	1	365	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
guardian	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	275	1	3	266	1	1	689	1	1	464	1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
blademaster	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	276	1	3	267	1	1	688	1	1	464	1	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
engineer	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	277	1	3	270	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
marksman	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	278	1	3	271	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
evoker	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	279	1	3	273	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
summoner	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	22	1	3	280	1	3	274	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
guardian_weapon	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	593	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
blademaster_weapon	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	592	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
engineer_weapon	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	1	282	1	1	283	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
marksman_weapon	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	332	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
evoker_weapon	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	740	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
summoner_weapon	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	804	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
guardian_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
blademaster_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
engineer_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
marksman_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
evoker_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
summoner_armor	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	281	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
random_starter_clothes	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	282	1	3	283	1	3	284	1	3	285	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
random_starter_torso	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1096	1	1	1092	1	1	1091	1	1	1102	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
random_starter_pants	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1097	1	1	1094	1	1	1090	1	1	1101	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
random_starter_belt	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1098	1	1	1093	1	1	1089	1	1	1100	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
random_starter_boots	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	1099	1	0	-1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_fuel	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	55	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_rocket	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	54	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_battery	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	56	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_ammo	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	53	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_relic	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	57	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_tech	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	58	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_sword	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	44	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_1hgun	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	47	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_2hgun	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	48	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_belt	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	29	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_gloves	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	28	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_helm	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	26	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_pants	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	31	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_shoulders	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	21	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_torso	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	27	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_shield	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	40	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_mod	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	15	1	4	10	1	4	9	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_focusitem	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	95	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
recipe_boots	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	"710,26,3,26,4,3,33,0"	0	1	1	2	30	1	4	0	1	4	5	1	4	4	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	32	-1	-1
t_sleestak	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	2	1	1875	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_fatbully	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	3	1	111	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_sumatranratmonkey	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	3	1	1888	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_bigben	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	4	3	371	1	4	2	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_typhoid_mary	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	3	2	15	1	4	2	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_fangsnort	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	66	0	100	1	2	1	608	1	3	376	3	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_bagobones	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	5	2	26	1	4	2	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_emberfreak	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	66	0	100	1	1	1	333	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_themindripper	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	80	0	100	1	2	1	833	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_spikelord	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	50	0	100	1	3	1	697	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_minidynamo	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	3	1	1894	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_hallucination	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	2	15	3	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_thephantom	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	66	0	100	1	2	2	21	1	4	3	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_tubbybastard	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	66	0	100	1	3	1	588	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_thesandman	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	10	1	1	1	380	1	3	3	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_ladyvengeance	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	33	0	100	1	4	1	803	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_grimborax	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	1	2	30	1	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_harrowwitch	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	1	2	21	1	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_blobbo	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	1	2	28	1	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
t_zeder	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	100	1	8	2	27	1	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgstation_faction_vendor	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	"26,1,0"	0	1	0	1	743	1	1	598	1	1	300	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_guaranteed	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	3	371	1	3	376	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_random	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	35	"710,26,1,26,4,3,33,0"	100	1	2	3	371	4	3	376	5	2	15	7	4	0	0	4	5	0	4	6	0	0	-1	0	0	-1	0	0	-1	-1
boss_shulgoth	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	8	3	329	1	3	326	1	3	327	2	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
shulgoth_uniques	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	55	0	0	1	0	1	292	1	1	601	1	1	813	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_master_fiend	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	8	3	331	1	3	326	1	3	327	2	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
master_fiend_uniques	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	55	0	0	1	0	1	344	1	1	604	1	1	745	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_brain	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	8	3	333	1	3	326	1	3	327	2	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
brain_uniques	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	55	0	0	1	0	1	317	5	1	620	3	1	703	3	1	754	5	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_armor_guaranteed	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,3,26,5,3,33,0"	0	1	0	2	17	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	4	-1	-1
boss_ultra314_templar	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	3	3	336	1	3	334	1	3	327	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_weapons	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	337	3	3	340	2	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_swords	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	338	1	3	339	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_sword_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	628	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_sword_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	626	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_shields	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	341	1	3	342	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_shield_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	708	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_templar_shield_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	707	3	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_ultra314_hunter	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	3	3	344	1	3	334	1	3	327	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_weapons	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	345	1	3	348	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_1h_guns	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	346	1	3	347	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_1h_gun_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	286	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_1h_gun_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	285	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_2h_guns	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	349	1	3	350	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_2h_gun_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	432	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_hunter_2h_gun_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	430	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
boss_ultra314_cabalist	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	9999	1	3	3	352	1	3	334	1	3	327	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_weapons	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	353	1	3	356	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_guns	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	354	1	3	355	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_gun_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	822	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_gun_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	821	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_focus	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	3	357	1	3	358	4	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_focus_unique	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	758	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
ultra314_cabalist_focus_good	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	"710,26,1,26,3,3,33,0"	0	1	0	1	757	1	4	0	0	4	1	0	4	5	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
