"WARDROBE_TEXTURESET"	"texture_set"	"appearanceGroupFolder"	"appearanceGroup1"	"appearanceGroup2"	"folder"	"diffuse"	"normal"	"specular"	"lightMap"	"colorMask"	"undefined1"	"undefinedBool1"	"undefinedBool2"	"undefinedBool3"	"undefinedBool4"	"undefinedBool5"	"undefinedInt1"	"undefinedInt2"	"undefinedInt3"	"undefinedInt4"	"undefinedInt5"	"undefinedInt6"	"undefinedInt7"	"undefinedInt8"	"undefinedInt9"	"undefinedInt10"	"sizeDiffuseW"	"sizeDiffuseH"	"sizeNormalW"	"sizeNormalH"	"sizeSpecularW"	"sizeSpecularH"	"sizeLightMapW"	"sizeLightMapH"	"sizeColorMaskW"	"sizeColorMaskH"	"undefined2"	"undefined2a"
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	23	12	12	-1	"power_heavy"	"hm_power_heavy_body_diffuse"	"hm_power_heavy_body_normal"	"hm_power_heavy_body_specular"	"hm_power_heavy_body_glow"	"hm_power_heavy_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	25	12	12	-1	"tech_light"	"hm_tech_light_diffuse"	"hm_tech_light_normal"	"hm_tech_light_specular"		"hm_tech_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	26	12	12	-1	"tech_heavy"	"hm_tech_heavy_diffuse"	"hm_tech_heavy_normal"	"hm_tech_heavy_specular"		"hm_tech_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	35	12	12	-1	"apprentice"	"hm_apprentice_helm_diffuse"	"hm_apprentice_helm_normal"	"hm_apprentice_helm_specular"		"hm_apprentice_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	36	12	12	-1	"arcane_light"	"hm_arcane_light_helm_diffuse"	"hm_arcane_light_helm_normal"	"hm_arcane_light_helm_specular"	"hm_arcane_light_helm_sillum"	"hm_arcane_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	37	12	12	-1	"arcane_heavy"	"hm_arcane_heavy_helm_diffuse"	"hm_arcane_heavy_helm_normal"	"hm_arcane_heavy_helm_specular"		"hm_arcane_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	38	12	12	-1	"mystic_light"	"hm_mystic_light_helm_diffuse"	"hm_mystic_light_helm_normal"	"hm_mystic_light_helm_specular"	"hm_mystic_light_helm_sillum"	"hm_mystic_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	39	12	12	-1	"mystic_heavy"	"hm_mystic_heavy_helm_diffuse"	"hm_mystic_heavy_helm_normal"	"hm_mystic_heavy_helm_specular"	"hm_mystic_heavy_helm_glow"	"hm_mystic_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	41	12	12	-1	"power_heavy"	"hm_power_heavy_head_diffuse"	"hm_power_heavy_head_normal"	"hm_power_heavy_head_specular"	"hm_power_heavy_head_glow"	"hm_power_heavy_head_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	43	12	12	-1	"tech_light"	"hm_tech_light_helm_diffuse"	"hm_tech_light_helm_normal"	"hm_tech_light_helm_specular"		"hm_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	44	12	12	-1	"tech_heavy"	"hm_tech_heavy_helm_diffuse"	"hm_tech_heavy_helm_normal"	"hm_tech_heavy_helm_specular"		"hm_tech_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	30	109	63	-1	"military01"	"gf_military01_diffuse"	"gf_military01_normal"	"gf_military01_specular"	"gf_military01_sillum"	"gf_military01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	29	109	63	-1	"mechanic01"	"gf_mechanic01_diffuse"	"gf_mechanic01_normal"	"gf_mechanic01_specular"	"gf_mechanic01_sillumn"	"gf_mechanic01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	31	109	63	-1	"vagrant01"	"gf_vagrant01_diffuse"	"gf_vagrant01_normal"	"gf_vagrant01_specular"		"gf_vagrant01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	32	109	63	-1	"apocalyptic01"	"gf_apocalyptic01_diffuse"	"gf_apocalyptic01_normal"	"gf_apocalyptic01_specular"	"gf_apocalyptic01_sillum"	"gf_apocalyptic01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	33	109	63	-1	"veteran01"	"gf_veteran_diffuse"	"gf_veteran_normal"	"gf_veteran_specular"	"gf_veteran_sillum"	"gf_veteran_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	34	109	63	-1	"proper01"	"gf_proper01_diffuse"	"gf_proper01_normal"	"gf_proper01_specular"	"gf_proper01_sillum"	"gf_proper01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	30	108	16	-1	"military01"	"gm_military01_diffuse"	"gm_military01_normal"	"gm_military01_specular"		"gm_military01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	29	108	16	-1	"mechanic01"	"gm_mechanic01_diffuse"	"gm_mechanic01_normal"	"gm_mechanic01_specular"	"gm_mechanic01_glow"	"gm_mechanic01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	31	108	16	-1	"vagrant01"	"gm_vagrant01_diffuse"	"gm_vagrant01_normal"	"gm_vagrant01_specular"		"gm_vagrant01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	32	108	16	-1	"apocalyptic01"	"gm_apocalyptic01_diffuse"	"gm_apocalyptic01_normal"	"gm_apocalyptic01_specular"		"gm_apocalyptic01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	33	108	16	-1	"veteran01"	"gm_veteran01_diffuse"	"gm_veteran01_normal"	"gm_veteran01_specular"		"gm_veteran01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	34	108	16	-1	"proper01"	"gm_proper01_diffuse"	"gm_proper01_normal"	"gm_proper01_specular"		"gm_proper01_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	64	113	16	-1	"murmur"	"murmur_body_diffuse"	"murmur_body_normal"	"murmur_body_specular"	"murmur_body_sillum"	"murmur_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	54	28	28	-1	"murmur"	"murmur_head_diffuse"	"murmur_head_normal"	"murmur_head_specular"	"murmur_head_sillum"	"murmur_head_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	66	113	16	-1	"murmur_ruined"	"murmur_ruined_body_diffuse"	"murmur_ruined_body_normal"	"murmur_ruined_body_specular"		"murmur_ruined_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	67	17	16	-1	"murmur_ruined"	"murmur_ruined_head_diffuse"	"murmur_ruined_head_normal"	"murmur_ruined_head_specular"		"murmur_ruined_head_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	68	113	16	-1	"murmur_ruined"	"c_murmur_ruined_body_diffuse"	"c_murmur_ruined_body_normal"	"c_murmur_ruined_body_specular"		"murmur_ruined_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	54	29	29	-1	"murmur_ruined"	"c_murmur_ruined_head_diffuse"	"c_murmur_ruined_head_normal"	"c_murmur_ruined_head_specular"		"murmur_ruined_head_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	54	31	31	-1	"npc_consul"	"npc_consul_diffuse"	"npc_consul_normal"	"npc_consul_specular"	"npc_consul_sillum"	"npc_consul_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	71	113	16	-1	"lucious"	"lucious_coat_diffuse"	"lucious_coat_normal"	"lucious_coat_specular"	"lucious_coat_sillumn"	"lucious_coat_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	54	30	30	-1	"lucious"	"Lucious_Head_diffuse"	"Lucious_Head_normal"	"Lucious_Head_specular"		"Lucious_Head_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	56	48	48	-1	"lucious_hair"	"lucious_hair_diffuse"	"lucious_hair_normal"	"lucious_hair_specular"		"lucious_hair_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	57	62	62	-1	"lucious_beard"	"lucious_beard_diffuse"	"lucious_beard_normal"	"lucious_beard_specular"	"lucious_beard_sillum"	"lucious_beard_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	70	113	16	-1	"bodger"	"npc_bodger_diffuse"	"npc_bodger_normal"	"npc_bodger_specular"	"npc_bodger_glow"	"npc_bodger_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	72	113	16	-1	"techsmith"	"npc_techsmith_body_diffuse"	"npc_techsmith_body_normal"	"npc_techsmith_body_spec"	"npc_techsmith_body_glow"	"techsmith_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	73	113	16	-1	"techsmith"	"npc_techsmith_helm_diffuse"	"npc_techsmith_helm_normal"	"npc_techsmith_helm_spec"	"npc_techsmith_helm_glow"	"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	74	113	16	-1	"techsmith"	"npc_techsmith_face_diffuse"	"npc_techsmith_face_normal"	"npc_techsmith_face_spec"		"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	75	113	16	-1	"techsmith"	"npc_techsmith_stage2_body_diffuse"	"npc_techsmith_stage2_body_normal"	"npc_techsmith_stage2_body_spec"	"npc_techsmith_stage2_body_glow"	"techsmith_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	76	113	16	-1	"techsmith"	"npc_techsmith_stage2_helm_diffuse"	"npc_techsmith_stage2_helm_normal"	"npc_techsmith_stage2_helm_spec"	"npc_techsmith_stage2_helm_glow"	"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	77	113	16	-1	"techsmith"	"npc_techsmith_stage2_face_diffuse"	"npc_techsmith_stage2_face_normal"	"npc_techsmith_stage2_face_spec"		"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	78	113	16	-1	"techsmith"	"npc_techsmith_stage3_body_diffuse"	"npc_techsmith_stage3_body_normal"	"npc_techsmith_stage3_body_spec"	"npc_techsmith_stage3_body_glow"	"techsmith_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	79	113	16	-1	"techsmith"	"npc_techsmith_stage3_head_diffuse"	"npc_techsmith_stage3_head_normal"	"npc_techsmith_stage3_head_spec"	"npc_techsmith_stage3_head_glow"	"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	80	113	16	-1	"techsmith"	"china_techsmith_stage2_body_diffuse"	"china_techsmith_stage2_body_normal"	"china_techsmith_stage2_body_spec"	"china_techsmith_stage2_body_glow"	"techsmith_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	81	113	16	-1	"techsmith"	"china_techsmith_stage2_helm_diffuse"	"china_techsmith_stage2_helm_normal"	"china_techsmith_stage2_helm_spec"	"china_techsmith_stage2_helm_glow"	"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	82	113	16	-1	"techsmith"	"china_techsmith_stage2_face_diffuse"	"china_techsmith_stage2_face_normal"	"china_techsmith_stage2_face_spec"		"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	83	113	16	-1	"techsmith"	"china_techsmith_stage3_body_diffuse"	"china_techsmith_stage3_body_normal"	"china_techsmith_stage3_body_spec"	"china_techsmith_stage3_body_glow"	"techsmith_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	84	113	16	-1	"techsmith"	"china_techsmith_stage3_head_diffuse"	"china_techsmith_stage3_head_normal"	"china_techsmith_stage3_head_spec"	"china_techsmith_stage3_head_glow"	"techsmith_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	85	114	63	-1	"emmera"	"emmera_diffuse"	"emmera_normal"	"emmera_specular"		"emmera_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	56	90	90	-1	"emmera_hair"	"emmera_hair_diffuse"	"emmera_hair_normal"	"emmera_hair_specular"	"emmera_hair_sillum"	"emmera_hair_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	54	74	74	-1	"emmera"	"emmera_head_diffuse"	"emmera_head_normal"	"emmera_head_specular"	"emmera_head_sillum"	"emmera_head_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	86	113	16	-1	"Truth"	"npc_truth_male_pristine_diffuse"	"npc_truth_male_normal"	"npc_truth_male_pristine_specular"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	87	113	16	-1	"Truth"	"npc_truth_male_eroded_diffuse"	"npc_truth_male_normal"	"npc_truth_male_eroded_specular"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	86	114	63	-1	"gf_truth"	"gf_truth_pristine_diffuse"	"gf_truth_pristine_normal"	"gf_truth_pristine_specular"		"gf_truth_pristine_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	87	114	63	-1	"gf_truth"	"gf_truth_eroded_diffuse"	"gf_truth_eroded_normal"	"gf_truth_eroded_specular"		"gf_truth_eroded_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	88	114	63	-1	"child_truth"	"child_truth_pristine_diffuse"	"child_truth_pristine_normal"	"child_truth_pristine_specular"		"child_truth_pristine_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	89	114	63	-1	"child_truth"	"child_truth_eroded_diffuse"	"child_truth_eroded_normal"	"child_truth_eroded_specular"		"child_truth_eroded_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	54	75	75	-1	"child_truth"	"child_truth_head_diffuse"	"child_truth_head_normal"	"child_truth_head_specular"		"child_truth_head_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	48	17	16	-1	"male_eyepiece"	"Male_Eyepiece_Diffuse"	"Male_Eyepiece_normal"	"Male_Eyepiece_specular"	"Male_Eyepiece_selfIllumin"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	48	64	63	-1	"female_eyepiece"	"Male_Eyepiece_Diffuse"	"Male_Eyepiece_normal"	"Male_Eyepiece_specular"	"Male_Eyepiece_selfIllumin"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	49	12	16	-1	"tech_light"	"hm_tech_light_helm_diffuse"	"hm_tech_light_helm_normal"	"hm_tech_light_helm_specular"		"hm_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	49	13	63	-1	"tech_light"	"hf_tech_light_helm_diffuse"	"hf_tech_light_helm_normal"	"hf_tech_light_helm_specular"		"hf_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	51	32	16	-1	"male_hair_01"	"Male_Skull"	"male_hair_01_normal"	"Male_Skull"	"Male_Skull"	"male_hair_01_sillum"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	51	32	63	-1	"male_hair_01"	"Male_Skull"	"male_hair_01_normal"	"Male_Skull"	"Male_Skull"	"male_hair_01_sillum"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	52	111	16	-1	"santa_helm"	"gf_santa_helm_diffuse"	"gf_santa_helm_normal"	"gf_santa_helm_specular"		"gf_santa_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	52	111	63	-1	"santa_helm"	"gf_santa_helm_diffuse"	"gf_santa_helm_normal"	"gf_santa_helm_specular"		"gf_santa_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	53	13	63	-1	"arcane_heavy"	"hf_arcane_heavy_diffuse"	"hf_arcane_heavy_normal"	"hf_arcane_heavy_specular"		"hf_arcane_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	53	12	16	-1	"arcane_heavy"	"hm_arcane_heavy_diffuse"	"hm_arcane_heavy_normal"	"hm_arcane_heavy_specular"		"hm_arcane_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	50	11	11	-1	"focus_a"	"CM_focusitem_a_diffuse"	"CM_focusitem_a_normal"	"CM_focusitem_a_specular"	"CM_focusitem_a_selfIllum"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	50	15	15	-1	"focus_a"	"CF_focusitem_a_diffuse"	"CF_focusitem_a_normal"	"CF_focusitem_a_specular"	"CF_focusitem_a_selfIllum"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	13	16	16	-1		"male_bare_body_diffuse_a"	"male_bare_body_normal"	"male_bare_body_specular"	"male_bare_body_sillum"	"male_bare_body_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	54	17	17	-1	"Male_1"	"Male_1_diffuse"	"Male_1_Normal"	"Male_1_Specular"	"Male_1_sillum"	"Male_1_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	55	17	17	-1	"Male_1"	"Male_1_dmg_Diffuse_a"	"Male_1_dmg_Normal_a"	"Male_1_dmg_Specular_a"	"Male_1_sillum"	"Male_1_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	18	18	-1	"Male_2"	"Male_2_diffuse"	"Male_2_Normal"	"Male_2_Specular"	"Male_2_sillum"	"Male_2_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	19	19	-1	"Male_3"	"Male_3_diffuse"	"Male_3_Normal"	"Male_3_Specular"	"Male_3_sillum"	"Male_3_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	54	20	20	-1	"Male_4"	"Male_4_diffuse"	"Male_4_Normal"	"Male_4_Specular"	"Male_4_sillum"	"Male_4_colormask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
