name	code	style	nameStringKey	subscriberOnly	startingQuestCheat	closeOnComplete	repeatable	repeatRateInSeconds	skipActivateFanfare	skipCompleteFanfare	endOfActNumber	autoTrackOnActivate	autoActivateLevel	onlyOneDifficulty	currentlyUnavailable	minLevelPreReq	maxLevelPreReq	factionTypePreReq	factionAmountPreReq	startingItemsTreasureClass	removeStartingItemsOnComplete	offerReward	castGiver	levelStoryQuestStartsIn	castRewarder	levelRewarderNpc	giverItem	giverItemDropRate	level	levelNightmare	experienceMultiplier	moneyMultiplier	statPoints	skillPoints	factionTypeReward	factionAmountReward	InitFunction	FreeFunction	onEnterGameFunction	warpToOpenOnActivate	warpToOpenOnComplete	versionFunction	beatGameOnComplete	weight	radius	height	flatZTolerance	layoutAdventure	objectAdventure	treasureRoomClass	template	descriptionDialog	inCompleteDialog	completeDialog	rewardDialog	acceptButtonText	objectiveMonster	objectiveUnitType	objectiveObject	objectiveCount	collectDropRate	collectItem	explorePercent	spawnCount	nameOverrideStringKey	nameInLogOverrideStringKey	logOverrideState	logOverrideString	subLevelTypeTruthOld	subLevelTypeTruthNew	questStateAdvanceToAtSubLevelTrut	monsterBoss	globalthemeRequired	
ThatIncludesBlasphemy	27716	1	12285	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	140	61	-1	62	87	-1	1	27	51	3	15	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	6	735	736	737	738	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DimensionsOfHell	27972	1	12291	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	141	59	-1	59	58	-1	1	20	44	1	0	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	3	739	740	741	742	1148	-1	-1	-1	1	1	-1	0.65	0	-1	-1	-1	-1	0	0	-1	-1	-1
OverTheRiverAnd	28228	1	12297	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	142	59	-1	59	58	-1	1	20	44	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	3	743	744	745	746	1148	-1	-1	-1	1	1	-1	0.85	0	-1	-1	-1	-1	0	0	-1	-1	-1
ILikeYourOutfit	28484	1	12303	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	195	1	143	59	-1	59	58	-1	1	23	47	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	7	747	748	749	750	1148	322	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheBodyWarms	28740	1	12309	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	196	1	144	59	-1	59	58	-1	1	23	47	2	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	7	751	752	753	754	1148	45	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WhoaCranky	28996	1	12315	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	145	59	-1	59	58	-1	1	24	48	2	5	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	755	756	757	758	1148	388	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DaddysDead	29252	1	12321	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	146	59	-1	59	58	-1	1	25	49	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	759	760	761	762	1148	447	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DestroyerOfThem	29508	1	12327	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	147	59	-1	59	58	-1	1	25	49	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	2	763	764	765	766	1148	282	-1	-1	14	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
BroodGoBye	29764	1	12333	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	148	59	-1	59	58	-1	1	26	50	3	10	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	2	767	768	769	770	1148	120	-1	-1	17	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ScotchFrustration	30020	1	12339	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	204	1	149	59	-1	63	87	-1	1	26	50	3	15	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	6	771	772	773	774	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OperateTomorrow	18500	1	12105	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	197	1	110	17	-1	17	42	-1	1	21	45	2	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	7	615	616	617	618	1148	397	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Efficacy	18756	1	12111	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	111	17	-1	17	42	-1	1	22	46	2	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	4	619	620	621	622	1148	-1	-1	275	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
FaithandFury	19012	1	12117	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	112	17	-1	17	42	-1	1	22	46	2	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	623	624	625	626	1148	229	-1	-1	12	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ComeWhatMay	19268	1	12123	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	113	17	-1	17	42	-1	1	22	46	3	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	627	628	629	630	1148	409	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Give110	19524	1	12129	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	114	58	-1	58	42	-1	1	21	45	2	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	631	632	633	634	1148	506	-1	-1	4	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OmniaOmnibus	19780	1	12135	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	115	58	-1	58	42	-1	1	21	45	2	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	635	636	637	638	1148	552	-1	-1	9	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ThereAllHonorLies	20036	1	12141	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	116	58	-1	58	42	-1	1	22	46	2	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	3	639	640	641	642	1148	-1	-1	-1	1	1	-1	0.75	0	-1	-1	-1	-1	0	0	-1	-1	-1
FidelisAdMortem	20292	1	12147	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	205	1	117	58	-1	59	58	-1	1	22	46	3	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	6	643	644	645	646	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
GoldDigger	20548	1	12153	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	118	60	-1	60	42	-1	1	21	45	2	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	647	648	649	650	1148	519	132	-1	6	0.4	151	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
FightNight	20804	1	12159	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	119	60	-1	60	42	-1	1	21	45	2	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	651	652	653	654	1148	363	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheBoneHunters	21060	1	12165	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	120	60	-1	60	42	-1	1	23	47	2	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	655	656	657	658	1148	229	-1	-1	15	1	152	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
KillEmRotten	21316	1	12171	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	121	60	-1	60	42	-1	1	24	48	3	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	659	660	661	662	1148	511	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Aleriths	21572	1	12177	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	122	52	-1	52	42	-1	1	23	47	4	20	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	663	664	665	666	1148	47	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Deinde	27973	1	12597	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	192	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	459	460	461	462	1148	361	-1	-1	10	0.35	153	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Porro	28229	1	12603	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	193	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	463	464	465	466	1148	119	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Servo	28485	1	12609	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	194	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	467	468	469	470	1148	472	-1	-1	15	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Proximus	28741	1	12615	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	195	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	3	471	472	473	474	1148	-1	-1	-1	1	1	-1	0.8	0	-1	-1	-1	-1	0	0	-1	-1	-1
Succresco	28997	1	12621	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	196	67	-1	67	85	-1	1	26	50	5	25	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	475	476	477	478	1148	120	-1	-1	10	0.4	134	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Secundum	29253	1	12627	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	197	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	479	480	481	482	1148	454	-1	-1	11	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Evinco	29509	1	12633	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	198	67	-1	67	85	-1	1	26	50	5	25	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	483	484	485	486	1148	386	-1	-1	8	0.5	135	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Quisquiliarum	29765	1	12639	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	199	67	-1	67	85	-1	1	26	50	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	487	488	489	490	1148	284	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Invicem	30021	1	12645	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	200	67	-1	67	85	-1	1	26	50	5	25	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	491	492	493	494	1148	486	-1	-1	18	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Exinde	30277	1	12651	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	201	67	-1	67	85	-1	1	30	54	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	495	496	497	498	1148	519	132	-1	8	0.2	136	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Fruitless	30276	1	12345	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	150	64	-1	64	87	-1	1	26	50	1	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	4	775	776	777	778	1148	-1	-1	279	4	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DubiousDoctoring	30532	1	12351	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	151	64	-1	64	87	-1	1	26	50	2	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	779	780	781	782	1148	282	-1	-1	8	0.65	154	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Crybaby	30788	1	12357	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	152	64	-1	64	87	-1	1	27	51	2	10	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	783	784	785	786	1148	89	-1	-1	4	0.2	155	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SulkShirk	31044	1	12363	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	153	64	-1	64	87	-1	1	27	51	3	10	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	4	787	788	789	790	1148	-1	-1	280	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SnootyWitch	31300	1	12369	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	154	64	-1	64	87	-1	1	27	51	3	15	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	791	792	793	794	1148	534	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
LateHarvest	16709	1	12375	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	155	64	-1	64	87	-1	1	29	53	4	15	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	795	796	797	798	1148	395	-1	-1	2	0.1	156	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TargetPractice	17221	1	12381	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	1	156	63	-1	63	87	-1	1	26	50	1	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	799	800	801	802	1148	188	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
HaveGunWillWin	17477	1	12387	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	157	63	-1	63	87	-1	1	26	50	2	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	803	804	805	806	1148	9	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SurpriseYoureShot	17733	1	12393	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	158	63	-1	63	87	-1	1	27	51	2	10	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	807	808	809	810	1148	429	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SoulSlayer	17989	1	12399	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	159	63	-1	63	87	-1	1	27	51	3	10	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	811	812	813	814	1148	255	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OneYouManyBirds	18245	1	12405	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	160	63	-1	63	87	-1	1	27	51	3	15	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	2	815	816	817	818	1148	459	-1	-1	12	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
AidingAndAbetting	18501	1	12411	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	198	1	161	63	-1	18	102	-1	1	28	52	4	15	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	6	819	820	821	822	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
PassingPresence	18757	1	12417	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	162	62	-1	62	87	-1	1	26	50	1	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	3	823	824	825	826	1148	-1	-1	-1	1	1	-1	0.75	0	-1	-1	-1	-1	0	0	-1	-1	-1
HistoryLessons	19013	1	12423	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	163	62	-1	62	87	-1	1	26	50	2	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	3	827	828	829	830	1148	-1	-1	-1	1	1	-1	0.9	0	-1	-1	-1	-1	0	0	-1	-1	-1
PriorityParts	19269	1	12429	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	164	62	-1	62	87	-1	1	27	51	2	10	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	1	831	832	833	834	1148	49	-1	-1	6	0.75	157	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OldPath	19525	1	12435	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	165	62	-1	62	87	-1	1	27	51	3	10	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	4	835	836	837	838	1148	-1	-1	281	5	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DayIDied	19781	1	12441	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	199	1	166	62	-1	62	87	-1	1	27	51	3	15	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	7	839	840	841	842	1148	-1	-1	282	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Remembrance	20037	1	12447	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	167	62	-1	62	87	-1	1	29	53	4	15	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	843	844	845	846	1148	301	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
AnothersWork	20293	1	12453	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	168	65	-1	65	87	-1	1	26	50	1	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	2	847	848	849	850	1148	89	-1	-1	9	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Sweeper	20549	1	12459	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	169	65	-1	65	87	-1	1	26	50	2	5	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	2	851	852	853	854	1148	320	-1	-1	5	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
RelevantRelics	20805	1	12465	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	200	1	170	65	-1	65	87	-1	1	27	51	2	10	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	7	855	856	857	858	1148	-1	-1	283	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DeathToOrder	21061	1	12471	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	171	65	-1	65	87	-1	1	27	51	3	10	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	859	860	861	862	1148	650	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Regicide	21317	1	12477	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	172	65	-1	65	87	-1	1	28	52	3	15	1	0	9	100				-1	-1		0	0	0	0	0		-1	-1	0	863	864	865	866	1148	336	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheOld Game	21573	1	12483	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	199	0	173	65	-1	22	102	-1	1	28	52	4	15	0	0	9	100				-1	-1		0	0	0	0	0		-1	-1	6	867	868	869	870	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MadKillSomething	21829	1	12489	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	174	22	-1	22	102	-1	1	28	53	1	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	871	872	873	874	1148	590	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
CuteNameWhereFrom	22085	1	12495	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	175	22	-1	22	102	-1	1	28	53	2	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	875	876	877	878	1148	53	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ForKingandCountry	22341	1	12501	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	176	22	-1	22	102	-1	1	29	53	2	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	879	880	881	882	1148	324	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
NiceParty	22597	1	12507	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	177	22	-1	22	102	-1	1	29	53	3	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	883	884	885	886	1148	334	-1	-1	14	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Overkill	22853	1	12513	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	178	22	-1	22	102	-1	1	29	53	3	15	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	2	887	888	889	890	1148	49	-1	-1	6	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WakingNightmarePills	23109	1	12519	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	179	18	-1	18	102	-1	1	28	53	1	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	891	892	893	894	1148	519	132	-1	20	1	158	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MeansToAnEnd	24901	1	12525	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	180	18	-1	18	102	-1	1	28	53	2	5	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	4	895	896	897	898	1148	-1	-1	284	8	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
KillSwitch	25157	1	12531	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	181	18	-1	18	102	-1	1	29	54	2	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	899	900	901	902	1148	459	-1	-1	3	0.1	159	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OldObjectiveObject	25413	1	12537	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	201	1	182	18	-1	18	102	-1	1	29	54	3	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	7	903	904	905	906	1148	-1	-1	285	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WhateverThen	25669	1	12543	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	183	18	-1	18	102	-1	1	29	54	3	15	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	6	907	908	909	910	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
RegularCustomer	25925	1	12549	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	184	66	-1	66	115	-1	1	30	58	1	0	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	0	911	912	913	914	1148	217	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Inventory	26181	1	12555	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	185	66	-1	66	115	-1	1	30	58	1	5	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	1	915	916	917	918	1148	474	-1	-1	1	0.1	160	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
LikelyProspects	26437	1	12561	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	186	66	-1	66	115	-1	1	30	58	2	5	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	2	919	920	921	922	1148	390	-1	-1	15	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ThisLandIs	26693	1	12567	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	187	66	-1	66	115	-1	1	30	58	2	10	1	0	11	100				-1	-1		0	0	0	0	0		-1	-1	3	923	924	925	926	1148	-1	-1	-1	1	1	-1	0.1	0	-1	-1	-1	-1	0	0	-1	-1	-1
MoneyTree	26949	1	12573	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	202	1	188	66	-1	66	115	-1	1	30	58	3	10	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	4	927	928	929	930	1148	-1	-1	286	2	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Merchandising	27205	1	12579	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	203	1	189	66	-1	66	115	-1	1	30	58	3	15	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	7	931	932	933	934	1148	173	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
CreditCheck	27461	1	12585	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	190	66	-1	66	115	-1	1	30	58	4	15	1	0	11	100				-1	-1		0	0	0	0	0		-1	-1	0	935	936	937	938	1148	66	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
BadCustomers	27717	1	12591	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	191	66	-1	66	115	-1	1	30	58	4	20	0	0	11	100				-1	-1		0	0	0	0	0		-1	-1	2	939	940	941	942	1148	512	-1	-1	7	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedHolborn1	31045	1	11658	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	72	-1	37	1	-1	1	3	32	5	25	0	0	3	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	31	-1	-1	1	1	161	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedHolborn2	31301	1	11659	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	72	-1	37	1	-1	1	4	33	5	25	0	0	3	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	63	-1	-1	1	1	162	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedGPS1	16710	1	11664	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	73	-1	20	23	-1	1	11	37	5	25	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	75	-1	-1	1	1	163	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedOxford1	17222	1	11666	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	74	-1	49	28	-1	1	12	37	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	426	-1	-1	1	1	164	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedOxford2	17478	1	11667	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	74	-1	49	28	-1	1	13	38	5	25	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	122	-1	-1	1	1	165	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
