"RECIPES"	"RECIPES"	"String"	"code"	"cubeRecipe"	"alwaysKnown"	"dontRequireExactIngredients"	"allowInRandomSingleUse"	"removeOnLoad"	"weight"	"experienceEarned"	"goldReward"	"resultQualityModifiesIngredientQuantity"	"ingredient1ItemClass"	"ingredient1UnitType"	"ingredient1ItemQuality"	"ingredient1MinQuantity"	"ingredient1MaxQuantity"	"ingredient2ItemClass"	"ingredient2UnitType"	"ingredient2ItemQuality"	"ingredient2MinQuantity"	"ingredient2MaxQuantity"	"ingredient3ItemClass"	"ingredient3UnitType"	"ingredient3ItemQuality"	"ingredient3MinQuantity"	"ingredient3MaxQuantity"	"ingredient4ItemClass"	"ingredient4UnitType"	"ingredient4ItemQuality"	"ingredient4MinQuantity"	"ingredient4MaxQuantity"	"ingredient5ItemClass"	"ingredient5UnitType"	"ingredient5ItemQuality"	"ingredient5MinQuantity"	"ingredient5MaxQuantity"	"ingredient6ItemClass"	"ingredient6UnitType"	"ingredient6ItemQuality"	"ingredient6MinQuantity"	"ingredient6MaxQuantity"	"craftResult1"	"craftResult2"	"craftResult3"	"craftResult4"	"craftResult5"	"craftResult6"	"treasureResult1"	"treasureResult2"	"treasureResult3"	"treasureResult4"	"treasureResult5"	"treasureResult6"	"mustPlaceInInvSlot"	"bitmask"	"spawnLevelMin"	"spawnLevelMax"
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power1_torso"	-1	47510	1	1	0	0	0	0	0	0	0	1624	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2129	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power1_torso"	-1	47520	1	1	0	0	0	0	0	0	0	1624	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2130	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power1_torso"	-1	47530	1	1	0	0	0	0	0	0	0	1624	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2131	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power1_boots"	-1	47540	1	1	0	0	0	0	0	0	0	1626	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2132	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power1_boots"	-1	47550	1	1	0	0	0	0	0	0	0	1626	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2133	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power1_boots"	-1	47560	1	1	0	0	0	0	0	0	0	1626	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2134	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_belt"	-1	47570	1	1	0	0	0	0	0	0	0	1628	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2135	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_belt"	-1	47580	1	1	0	0	0	0	0	0	0	1628	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2136	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_belt"	-1	47590	1	1	0	0	0	0	0	0	0	1628	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2137	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_gloves"	-1	47600	1	1	0	0	0	0	0	0	0	1630	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2138	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_gloves"	-1	47610	1	1	0	0	0	0	0	0	0	1630	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2139	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_gloves"	-1	47620	1	1	0	0	0	0	0	0	0	1630	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2140	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_head"	-1	47630	1	1	0	0	0	0	0	0	0	1632	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2141	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_head"	-1	47640	1	1	0	0	0	0	0	0	0	1632	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2142	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_head"	-1	47650	1	1	0	0	0	0	0	0	0	1632	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2143	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_pants"	-1	47660	1	1	0	0	0	0	0	0	0	1634	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2144	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_pants"	-1	47670	1	1	0	0	0	0	0	0	0	1634	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2145	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_pants"	-1	47680	1	1	0	0	0	0	0	0	0	1634	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2146	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_shoulders"	-1	47690	1	1	0	0	0	0	0	0	0	1636	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2147	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_shoulders"	-1	47700	1	1	0	0	0	0	0	0	0	1636	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2148	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_shoulders"	-1	47710	1	1	0	0	0	0	0	0	0	1636	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2149	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_torso"	-1	47720	1	1	0	0	0	0	0	0	0	1638	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2150	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_torso"	-1	47730	1	1	0	0	0	0	0	0	0	1638	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2151	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_torso"	-1	47740	1	1	0	0	0	0	0	0	0	1638	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2152	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power2_boots"	-1	47750	1	1	0	0	0	0	0	0	0	1640	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2153	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power2_boots"	-1	47760	1	1	0	0	0	0	0	0	0	1640	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2154	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power2_boots"	-1	47770	1	1	0	0	0	0	0	0	0	1640	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2155	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_belt"	-1	47780	1	1	0	0	0	0	0	0	0	1642	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2156	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_belt"	-1	47790	1	1	0	0	0	0	0	0	0	1642	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2157	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_belt"	-1	47800	1	1	0	0	0	0	0	0	0	1642	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2158	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_gloves"	-1	47810	1	1	0	0	0	0	0	0	0	1644	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2159	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_gloves"	-1	47820	1	1	0	0	0	0	0	0	0	1644	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2160	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_gloves"	-1	47830	1	1	0	0	0	0	0	0	0	1644	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2161	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_head"	-1	47840	1	1	0	0	0	0	0	0	0	1646	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2162	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_head"	-1	47850	1	1	0	0	0	0	0	0	0	1646	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2163	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_head"	-1	47860	1	1	0	0	0	0	0	0	0	1646	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2164	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_pants"	-1	47870	1	1	0	0	0	0	0	0	0	1648	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2165	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_pants"	-1	47880	1	1	0	0	0	0	0	0	0	1648	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2166	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_pants"	-1	47890	1	1	0	0	0	0	0	0	0	1648	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2167	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_shoulders"	-1	47900	1	1	0	0	0	0	0	0	0	1650	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2168	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_shoulders"	-1	47910	1	1	0	0	0	0	0	0	0	1650	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2169	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_shoulders"	-1	47920	1	1	0	0	0	0	0	0	0	1650	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2170	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_torso"	-1	47930	1	1	0	0	0	0	0	0	0	1652	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2171	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_torso"	-1	47940	1	1	0	0	0	0	0	0	0	1652	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2172	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_torso"	-1	47950	1	1	0	0	0	0	0	0	0	1652	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2173	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power3_boots"	-1	47960	1	1	0	0	0	0	0	0	0	1654	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2174	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power3_boots"	-1	47970	1	1	0	0	0	0	0	0	0	1654	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2175	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power3_boots"	-1	47980	1	1	0	0	0	0	0	0	0	1654	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2176	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_belt"	-1	47990	1	1	0	0	0	0	0	0	0	1656	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2177	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_belt"	-1	48000	1	1	0	0	0	0	0	0	0	1656	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2178	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_belt"	-1	48010	1	1	0	0	0	0	0	0	0	1656	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2179	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_gloves"	-1	48020	1	1	0	0	0	0	0	0	0	1658	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2180	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_gloves"	-1	48030	1	1	0	0	0	0	0	0	0	1658	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2181	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_gloves"	-1	48040	1	1	0	0	0	0	0	0	0	1658	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2182	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_head"	-1	48050	1	1	0	0	0	0	0	0	0	1660	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2183	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_head"	-1	48060	1	1	0	0	0	0	0	0	0	1660	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2184	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_head"	-1	48070	1	1	0	0	0	0	0	0	0	1660	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2185	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_pants"	-1	48080	1	1	0	0	0	0	0	0	0	1662	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2186	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_pants"	-1	48090	1	1	0	0	0	0	0	0	0	1662	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2187	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_pants"	-1	48100	1	1	0	0	0	0	0	0	0	1662	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2188	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_shoulders"	-1	48110	1	1	0	0	0	0	0	0	0	1664	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2189	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_shoulders"	-1	48120	1	1	0	0	0	0	0	0	0	1664	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2190	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_shoulders"	-1	48130	1	1	0	0	0	0	0	0	0	1664	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2191	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_torso"	-1	48140	1	1	0	0	0	0	0	0	0	1666	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2192	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_torso"	-1	48150	1	1	0	0	0	0	0	0	0	1666	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2193	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_torso"	-1	48160	1	1	0	0	0	0	0	0	0	1666	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2194	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_power4_boots"	-1	48170	1	1	0	0	0	0	0	0	0	1668	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2195	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_power4_boots"	-1	48180	1	1	0	0	0	0	0	0	0	1668	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2196	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_t_power4_boots"	-1	48190	1	1	0	0	0	0	0	0	0	1668	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2197	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_t_tech1_belt"	-1	48200	1	1	0	0	0	0	0	0	0	1670	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2198	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_t_tech1_belt"	-1	48210	1	1	0	0	0	0	0	0	0	1670	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	2199	-1	-1	-1	-1	-1	-1	1	-1	-1
