"STATES"	"STATES"	"code"	"file"	"isA0"	"isA1"	"isA2"	"isA3"	"isA4"	"isA5"	"isA6"	"isA7"	"isA8"	"isA9"	"statePreventedBy"	"duration"	"onDeath"	"skillScriptParam"	"element"	"pulseRateInMs"	"pulseRateInMsClient"	"pulseSkill"	"iconOrder"	"uiIcon"	"uiIconTexture"	"unknown32"	"unknown34"	"iconBackColor"	"iconTooltipStringHellgate"	"iconTooltipStringMythos"	"iconTooltipStringAll"	"assocState1"	"assocState2"	"assocState3"	"bitmask01"	"gameFlag"	"bitmask02"
"3,63,0,-1,0,-1"	"warp_sublevel"	27186	"WarpSubLevel"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"1,63,0,-1,0,-1"	"morpho_jr_frightened"	27442	"MorphoJrFrightened"	209	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16664
"1,63,0,-1,0,-1"	"HordeRodentSpawnerActive"	27698	"HordeRodentSpawnerActive"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"HordeDiggerSpawnerActive"	27954	"HordeDiggerSpawnerActive"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"HordeDestroyerSpawnerActive"	28210	"HordeDestroyerSpawnerActive"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"HordeLasherSpawnerActive"	28466	"HordeLasherSpawnerActive"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"power_aura"	28722	"Aura_Power"	725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		5	"Power Aura Blademaster"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	734	-1	-1	-1	0	-1	49200
"3,63,0,-1,0,-1"	"blur_start"	28978	"blur_start"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"1,63,0,-1,0,-1"	"goggles_1"	29234	"Goggles1"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"goggles_2"	29490	"Goggles2"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"goggles_3_red"	13638	"Goggles3_red"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"HealthPulled"	29746	"HealthPulled"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"PowerPulled"	30002	"PowerPulled"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"enrage_companion"	30258	"EnrageCompanion"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16488
"1,63,0,-1,0,-1"	"enrage_companion_source"	30514	"EnrageCompanionSource"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		32	"skill_cab_pet_passive_improvecarnagor"	"skilltree_atlas"	2	"skill back big"	60	737	-1	-1	-1	-1	-1	0	-1	16488
"3,63,0,-1,0,-1"	"give_life_give"	30770	"GiveLifeGive"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49256
"3,63,0,-1,0,-1"	"give_life_receive"	31026	"GiveLifeReceive"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49256
"3,63,0,-1,0,-1"	"trade_life_for_power"	31282	"TradeLifeForPower"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	30	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49256
"1,63,0,-1,0,-1"	"cabalist_focus_test_right"	12339	"CabalistFocusTestRight"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"cabalist_focus_test_left"	12595	"CabalistFocusTestLeft"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"cabalist_focus_scorcher_right"	12851	"CabalistFocusScorcherRight"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"cabalist_focus_scorcher_left"	13107	"CabalistFocusScorcherLeft"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"hail"	13363	"Hail"	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16400
"3,63,0,-1,0,-1"	"rain"	19511	"Rain"	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49232
"3,63,0,-1,0,-1"	"rainthunder"	30277	"RainThunder"	440	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	32848
"3,63,0,-1,0,-1"	"dot_slow"	13619	"DOT Slow"	1	110	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		4	"skill_blood_stun"	"skilltree_atlas"	2		-1	-1	-1	1176	-1	-1	-1	0	-1	49242
"3,63,0,-1,0,-1"	"scurry"	13875	"Scurry"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"effect_fire"	14387	"Effect Fire"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	59416
"3,63,0,-1,0,-1"	"effect_electric"	14643	"Effect Electric"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	59416
"3,63,0,-1,0,-1"	"effect_ice"	16691	"Effect Snow"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	59416
"3,63,0,-1,0,-1"	"effect_poisonstate"	13382	"Effect Poison"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	43032
"3,63,0,-1,0,-1"	"notarget_permanent"	27715	"NoTarget"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49688
"3,63,0,-1,0,-1"	"notarget"	17459		1	255	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49432
"3,63,0,-1,0,-1"	"cannot_target"	25154		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"3,63,0,-1,0,-1"	"noattack"	23095	"NoAttack"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49688
"3,63,0,-1,0,-1"	"ai_ignore_on_search"	17715		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49664
"3,63,0,-1,0,-1"	"return_portal_available"	17971	"ReturnPortalAvailable"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"return_portal_restricted"	18227	"ReturnPortalRestricted"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"single_player"	18483		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"multi_player"	18739		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"no_interrupt"	18995	"NoInterrupt"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"merchant"	19251	"Merchant"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"healer"	19507	"Healer"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"zombie_boosting"	19763	"ZombieBoosting"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"npc_god"	20019		112	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"quest_accept"	20275	"quest_accept"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"3,63,0,-1,0,-1"	"quest_complete"	20531	"quest_complete"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"3,63,0,-1,0,-1"	"tortured_soul_flyby_attack"	20787	"TorturedSoulFlybyAttack"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"flying_imp_melee_cautious"	21043		1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"1,63,0,-1,0,-1"	"HordeDestroyerCrazy"	21299	"HordeDestroyerCrazy"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"spectral_elemental_angry"	21811	"SpectralElementalAngry"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"tortured_soul_flyby_target_hit"	22323	"TorturedSoulFlybyTargetHit"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16458
"1,63,0,-1,0,-1"	"beacon"	22835	"Beacon"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		38	"Beacon Icon"	"skilltree_atlas"	65	"skill back big"	60	742	-1	-1	-1	-1	-1	0	-1	81944
"3,63,0,-1,0,-1"	"remove_on_attack"	23091		279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"remove_on_move"	26164		279	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"remove_on_attack_move"	26420		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"remove_on_damage"	24903		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"active_block"	24883	"ActiveBlock"	2	277	824	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	0	0		39	"Active Block"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	707	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"monster_block"	25139	"MonsterBlock"	2	277	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"being_attacked"	25395		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"turretize_mode"	25651		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49168
"1,63,0,-1,0,-1"	"decoy_flare"	25907	"DecoyFlare"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"1,63,0,-1,0,-1"	"decoy"	26163	"Decoy"	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"reflective_bullet_base"	22837		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"reflective_bullets"	26419	"ReflectiveBullets"	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		35	"Reflective Shot Icon"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	744	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"multi_bullets"	26675	"MultiBullets"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		35	"Multi-Shot Icon"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	745	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"homing_bullets"	26931	"HomingBullets"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		35	"Homing Shot Icon"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	746	-1	-1	-1	0	-1	49208
"1,63,0,-1,0,-1"	"retarget_bullets"	22581	"RetargetBullets"	287	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		35	"Targeted Bounce"	"skilltree_atlas"	2	"skill back big"	60	-1	708	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"cabalist_transformed"	27955	"CabalistTransformed"	2	447	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16664
"1,63,0,-1,0,-1"	"transform_zombie"	28211	"TransformZombie"	292	297	1013	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		38	"Transform Hulk"	"skilltree_atlas"	2	"skill back big"	60	752	-1	-1	-1	-1	-1	0	-1	16696
"1,63,0,-1,0,-1"	"transform_shaman_imp"	28467	"TransformShamanImp"	292	297	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		38	"Transform Shaman Imp"	"skilltree_atlas"	2	"skill back big"	60	753	-1	-1	-1	-1	-1	0	-1	16696
"1,63,0,-1,0,-1"	"landed"	28723	"Landed"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"vengeful_wind_aura"	28979	"Aura_VengefulWind"	725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		5	"Vengeful Wind Aura"	"skilltree_atlas"	2	"skill back big"	60	754	-1	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"dont_draw_weapons"	29235	"DontDrawWeapons"	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49240
"1,63,0,-1,0,-1"	"electric_storm_random"	29491	"electriclightningrandom"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16456
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"3,63,0,-1,0,-1"	"Spawn"	30003		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49240
"3,63,0,-1,0,-1"	"SpawnMonster"	30259	"SpawnMonster"	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49224
"3,63,0,-1,0,-1"	"SpawnPet"	30515	"SpawnPet"	300	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49224
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"3,63,0,-1,0,-1"	"safe"	13364	"Safe"	2	256	112	277	-1	-1	-1	-1	-1	-1	786	160	-1	0	-1	0	0		55	"invulnerable"	"skilltree_atlas"	6	"skill back big"	60	-1	-1	766	-1	-1	-1	0	-1	53592
"3,63,0,-1,0,-1"	"safe_tug"	18497	"Safe"	2	256	112	277	-1	-1	-1	-1	-1	-1	786	160	-1	0	-1	0	0		55	"spell_def_armorbuff"	"skilltree_atlas"	2		-1	-1	-1	1173	-1	-1	-1	0	-1	53592
"3,63,0,-1,0,-1"	"safe_no_attack"	22839	"SafeNoAttack"	310	258	277	-1	-1	-1	-1	-1	-1	-1	786	160	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53528
"3,63,0,-1,0,-1"	"ghost"	25144	"Ghost"	2	256	112	257	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53624
"3,63,0,-1,0,-1"	"armor_mastery"	13620		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"nightmare_holyaura"	13876	"NightmareHolyAura"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"luck_item_dropped"	14132	"StatEffects/Luck/luckdroppedoccured"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49528
"3,63,0,-1,0,-1"	"shield_mastery_worked"	14388	"StatEffects/shieldmastery/shieldmasteryoccured"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49528
"3,63,0,-1,0,-1"	"stop_moving"	14644		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	50200
"1,63,0,-1,0,-1"	"quest_truth_reveal"	16692	"quest_truth_reveal"	318	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	17680
"1,63,0,-1,0,-1"	"fire_beetles_weapon_firing"	16948		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"HellriftSummon"	17204	"HellriftSummon"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16392
"3,63,0,-1,0,-1"	"client_hide_dying"	17716	"ClientHideDying"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49216
"1,63,0,-1,0,-1"	"truth_spawn_in"	17972	"HordeLasherSpawnerActive"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16472
"3,63,0,-1,0,-1"	"death_invulnerable"	18228		112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"corpse_heal"	18484	"CorpseHeal"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	1	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49178
"3,63,0,-1,0,-1"	"corpse_destroy"	18740	"CorpseDestroy"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"3,63,0,-1,0,-1"	"enrage_self"	20020	"enrageself"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49256
"3,63,0,-1,0,-1"	"enrage"	20276	"enrage"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49256
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"3,63,0,-1,0,-1"	"prevent_all_skills"	20788	"preventallskills"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49242
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
"2,63,0,-1,0,-1"		0		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	0
